Orthogroup	Desulfosediminicola flagellatus IMCC35005	Desulfocapsa_06_corrosive
OG0002631	WP_136805700.1	Utg323266_52
OG0002633	WP_136808006.1	Utg323300_352
OG0002634	WP_228723401.1	Utg323448_89
OG0002636	WP_136805440.1	Utg323180_646
OG0002637	WP_136807937.1	Utg323316_305
OG0002638	WP_136808175.1	Utg323300_270, Utg323266_26
OG0002639	WP_136805921.1	Utg323316_138
OG0002640	WP_136808331.1	Utg323392_54
OG0002643	WP_136809440.1	Utg323074_98
OG0002644	WP_136807026.1	Utg323152_532, Utg323074_103
OG0002646	WP_136805816.1	Utg323140_5
OG0002648	WP_136810424.1	Utg323152_86
OG0002649	WP_167505911.1	Utg323152_91
OG0002650	WP_136808163.1	Utg323152_93
OG0002655	WP_136806260.1	Utg323152_455
OG0002656	WP_136807806.1	Utg323152_467
OG0002657	WP_136809706.1	Utg323152_516
OG0002658	WP_136810772.1, WP_136808178.1	Utg323152_533
OG0002659	WP_136809585.1	Utg323152_546, Utg323152_547
OG0002661	WP_136809164.1	Utg323266_16, Utg323160_133
OG0002663	WP_136805793.1	Utg323180_82
OG0002664	WP_136810021.1	Utg323180_85
OG0002665	WP_136810022.1	Utg323180_87
OG0002666	WP_136810023.1	Utg323180_88
OG0002669	WP_153307108.1	Utg323180_249
OG0002671	WP_136810856.1	Utg323180_333
OG0002674	WP_136809357.1	Utg323180_607
OG0002675	WP_217909567.1	Utg323180_645
OG0002678	WP_136807252.1, WP_136807003.1	Utg323262_204
OG0002680	WP_136807699.1	Utg323300_34
OG0002681	WP_136808713.1, WP_167505939.1	Utg323300_183
OG0002682	WP_136810420.1	Utg323300_320
OG0002683	WP_136809303.1	Utg323300_395
OG0002688	WP_136808535.1	Utg323392_4
OG0002691	WP_136810838.1	Utg323448_106
OG0002695	WP_136806697.1	Utg323632_312
OG0002696	WP_136806696.1	Utg323632_313
OG0002697	WP_136806695.1	Utg323632_314
OG0002698	WP_136806693.1	Utg323632_316
OG0002699	WP_228723267.1	Utg323990_118, Utg323632_372
OG0002701	WP_136808442.1	Utg323990_68
OG0002703	WP_136808110.1	Utg323990_141
OG0002704	WP_136808417.1	Utg323990_190
OG0002705	WP_136806446.1, WP_136807139.1	Utg323990_230
OG0002880	WP_136810627.1	Utg323140_152
OG0002905	WP_136809655.1	Utg323180_670
OG0002915	WP_136809385.1	Utg323180_228
OG0002925	WP_136808982.1	Utg323180_402
OG0002928	WP_136805346.1	Utg323140_150
OG0002931	WP_136808824.1	Utg323074_124
OG0002932	WP_136808978.1	Utg323262_130
OG0002936	WP_167505961.1	Utg325220_112
OG0002947	WP_136809124.1	Utg324810_74
OG0002948	WP_136809771.1	Utg323300_217
OG0002950	WP_136806522.1	Utg323140_107
OG0002951	WP_228723417.1	Utg323180_247
OG0002953	WP_136807837.1	Utg323300_190
OG0002955	WP_136808089.1	Utg323300_224
OG0002956	WP_136807756.1	Utg323262_183
OG0002958	WP_136808831.1	Utg323392_58
OG0002959	WP_136805367.1	Utg323316_282
OG0002962	WP_136809773.1	Utg323316_105
OG0002964	WP_167506069.1	Utg323140_225
OG0002966	WP_136805924.1	Utg323152_414
OG0002967	WP_167505767.1	Utg323152_413
OG0002969	WP_136806221.1	Utg323140_98
OG0002978	WP_136810432.1	Utg324810_12
OG0002984	WP_136809235.1	Utg323392_200
OG0002987	WP_136805407.1	Utg323152_419
OG0002999	WP_136810689.1	Utg323152_266
OG0003000	WP_136810257.1	Utg323152_271
OG0003001	WP_136807849.1	Utg323152_371
OG0003004	WP_136810297.1	Utg323392_128
OG0003009	WP_136806841.1	Utg323632_349
OG0003013	WP_136805142.1	Utg323632_138
OG0003017	WP_136810483.1	Utg323392_90
OG0003018	WP_136809482.1	Utg323632_280
OG0003020	WP_136805975.1	Utg323140_115
OG0003022	WP_136809680.1	Utg323316_108
OG0003027	WP_136806964.1	Utg323300_7
OG0003034	WP_136807957.1	Utg323074_175
OG0003036	WP_167506025.1	Utg323074_187, Utg323316_276
OG0003041	WP_136805557.1	Utg323140_53
OG0003042	WP_136805556.1	Utg323140_54
OG0003043	WP_136805554.1	Utg323140_56
OG0003044	WP_136809477.1	Utg323140_242
OG0003045	WP_136809260.1	Utg325220_66, Utg323140_272
OG0003051	WP_136808789.1	Utg323152_17
OG0003052	WP_136808160.1	Utg323152_89
OG0003053	WP_136805741.1	Utg323152_92
OG0003054	WP_136809780.1	Utg323152_100
OG0003055	WP_136806546.1	Utg323152_105
OG0003059	WP_217909547.1	Utg323152_515
OG0003060	WP_136810773.1, WP_136808179.1	Utg323152_534
OG0003061	WP_228723342.1	Utg323152_548
OG0003062	WP_136805713.1	Utg323152_578
OG0003063	WP_136805708.1	Utg323152_584
OG0003064	WP_136807254.1	Utg323152_605
OG0003067	WP_136805788.1	Utg323180_73
OG0003070	WP_136808907.1	Utg323180_116, Utg323180_118
OG0003074	WP_136809567.1	Utg323180_363
OG0003075	WP_136806031.1	Utg323180_395
OG0003076	WP_136806040.1	Utg323180_398
OG0003077	WP_136806766.1	Utg323180_459
OG0003080	WP_136810125.1	Utg323180_542
OG0003081	WP_136805934.1	Utg323180_551
OG0003082	WP_136805935.1	Utg323180_552
OG0003083	WP_136808100.1	Utg323180_559
OG0003087	WP_136806058.1	Utg323262_205
OG0003088	WP_228723261.1	Utg323262_210
OG0003090	WP_136810116.1	Utg323266_84
OG0003093	WP_136807572.1	Utg323300_23
OG0003094	WP_167505972.1	Utg323300_80
OG0003095	WP_136809008.1	Utg323300_83
OG0003096	WP_136806024.1	Utg323300_211
OG0003097	WP_136805991.1	Utg323300_243
OG0003098	WP_136805990.1	Utg323300_244
OG0003106	WP_136810377.1	Utg323316_149
OG0003107	WP_136806823.1	Utg323316_154
OG0003108	WP_136810167.1	Utg323316_192
OG0003114	WP_228723388.1	Utg323316_260
OG0003115	WP_167505970.1	Utg323392_61
OG0003116	WP_136808961.1	Utg323392_62
OG0003117	WP_217909489.1	Utg323392_63
OG0003118	WP_136805493.1	Utg323392_116
OG0003119	WP_136806554.1	Utg323392_162
OG0003121	WP_167505786.1	Utg323448_105
OG0003123	WP_136810245.1	Utg323632_234
OG0003124	WP_136806701.1	Utg323632_308
OG0003125	WP_228723429.1	Utg323632_309
OG0003126	WP_136806699.1	Utg323632_310
OG0003127	WP_136806698.1	Utg323632_311
OG0003128	WP_136806689.1	Utg323632_320
OG0003130	WP_167505748.1	Utg323990_59
OG0003134	WP_136808113.1	Utg324810_55
OG0003136	WP_136805547.1	Utg325220_68
OG0003137	WP_136810742.1	Utg325220_84
OG0003469	WP_136808106.1	Utg323392_170
OG0003539	WP_136808958.1	Utg323180_9
OG0003550	WP_136808539.1	Utg323300_204
OG0003553	WP_136808173.1	Utg323300_272
OG0003565	WP_228723317.1	Utg323266_60
OG0003602	WP_136805545.1	Utg323262_172
OG0003603	WP_136805544.1	Utg323262_174
OG0003604	WP_136805543.1	Utg323262_176
OG0003605	WP_136805542.1	Utg323262_177
OG0003642	WP_176371631.1	Utg323300_273
OG0003644	WP_136809322.1	Utg323074_119
OG0003651	WP_136808957.1	Utg323180_8
OG0003652	WP_136805851.1	Utg323074_4, Utg323990_246
OG0003656	WP_136808870.1	Utg323074_48
OG0003659	WP_136805256.1	Utg323074_100
OG0003662	WP_228723391.1	Utg323074_192
OG0003675	WP_136809309.1	Utg323152_501
OG0003676	WP_136808258.1	Utg323152_600
OG0003677	WP_136805697.1	Utg323152_606
OG0003683	WP_136806052.1	Utg323180_140
OG0003689	WP_136810126.1	Utg323180_304
OG0003694	WP_136808980.1	Utg323180_400
OG0003700	WP_136806780.1	Utg323180_588
OG0003701	WP_167505946.1	Utg323180_589
OG0003702	WP_136807672.1	Utg323180_631
OG0003712	WP_136805988.1	Utg323262_153
OG0003713	WP_167505781.1	Utg323262_155
OG0003714	WP_136806171.1	Utg323262_156
OG0003715	WP_136806170.1	Utg323262_157
OG0003717	WP_136805832.1	Utg323262_170
OG0003718	WP_136805831.1	Utg323262_171
OG0003719	WP_136809853.1	Utg323262_197
OG0003724	WP_136806023.1	Utg323300_13
OG0003727	WP_136809014.1	Utg323300_82
OG0003728	WP_136808775.1	Utg323300_153
OG0003731	WP_136808555.1	Utg323300_180
OG0003732	WP_136809175.1	Utg323300_209
OG0003734	WP_167505912.1	Utg323300_433
OG0003748	WP_136807736.1	Utg323316_155
OG0003749	WP_136806028.1	Utg323316_157
OG0003756	WP_136805350.1	Utg323316_265
OG0003757	WP_136805355.1	Utg323316_266
OG0003758	WP_267313663.1	Utg323316_274
OG0003759	WP_136809671.1	Utg323316_287
OG0003761	WP_176371593.1	Utg323392_117
OG0003762	WP_136807189.1	Utg323392_192
OG0003764	WP_136805592.1	Utg323392_255
OG0003770	WP_136806007.1	Utg323632_204
OG0003771	WP_136810111.1	Utg323632_259
OG0003772	WP_136810110.1	Utg323632_260
OG0003774	WP_136806694.1	Utg323632_315
OG0003776	WP_136809195.1	Utg323632_329
OG0003783	WP_136809518.1	Utg324548_12
OG0003784	WP_136809517.1	Utg324548_13
OG0003785	WP_136807152.1	Utg324810_3
OG0003786	WP_136805777.1	Utg324810_4
OG0004633	WP_167505792.1	Utg323074_54
OG0004641	WP_136810731.1	Utg323074_163
OG0004654	WP_136810820.1	Utg323140_120
OG0004655	WP_136810819.1	Utg323140_121
OG0004697	WP_167506065.1	Utg323180_10
OG0004699	WP_136810826.1	Utg323180_49
OG0004700	WP_136806591.1	Utg323180_58
OG0004722	WP_136809549.1	Utg323180_397
OG0004726	WP_136809781.1	Utg323180_460
OG0004727	WP_136805230.1	Utg323180_487
OG0004746	WP_136809096.1	Utg323262_18
OG0004747	WP_136809095.1	Utg323262_19
OG0004748	WP_136809094.1	Utg323262_20
OG0004767	WP_167506106.1	Utg323266_81
OG0004776	WP_136808638.1	Utg323300_127
OG0004784	WP_136809977.1	Utg323300_362
OG0004816	WP_136809423.1	Utg323392_5
OG0004820	WP_136810080.1	Utg323392_233
