Orthogroup	Desulfocapsa_06_corrosive	Desulfosediminicola flagellatus IMCC35005
OG0002631	Utg323266_52	WP_136805700.1
OG0002633	Utg323300_352	WP_136808006.1
OG0002634	Utg323448_89	WP_228723401.1
OG0002636	Utg323180_646	WP_136805440.1
OG0002637	Utg323316_305	WP_136807937.1
OG0002638	Utg323300_270, Utg323266_26	WP_136808175.1
OG0002639	Utg323316_138	WP_136805921.1
OG0002640	Utg323392_54	WP_136808331.1
OG0002643	Utg323074_98	WP_136809440.1
OG0002644	Utg323152_532, Utg323074_103	WP_136807026.1
OG0002646	Utg323140_5	WP_136805816.1
OG0002648	Utg323152_86	WP_136810424.1
OG0002649	Utg323152_91	WP_167505911.1
OG0002650	Utg323152_93	WP_136808163.1
OG0002655	Utg323152_455	WP_136806260.1
OG0002656	Utg323152_467	WP_136807806.1
OG0002657	Utg323152_516	WP_136809706.1
OG0002658	Utg323152_533	WP_136810772.1, WP_136808178.1
OG0002659	Utg323152_546, Utg323152_547	WP_136809585.1
OG0002661	Utg323266_16, Utg323160_133	WP_136809164.1
OG0002663	Utg323180_82	WP_136805793.1
OG0002664	Utg323180_85	WP_136810021.1
OG0002665	Utg323180_87	WP_136810022.1
OG0002666	Utg323180_88	WP_136810023.1
OG0002669	Utg323180_249	WP_153307108.1
OG0002671	Utg323180_333	WP_136810856.1
OG0002674	Utg323180_607	WP_136809357.1
OG0002675	Utg323180_645	WP_217909567.1
OG0002678	Utg323262_204	WP_136807252.1, WP_136807003.1
OG0002680	Utg323300_34	WP_136807699.1
OG0002681	Utg323300_183	WP_136808713.1, WP_167505939.1
OG0002682	Utg323300_320	WP_136810420.1
OG0002683	Utg323300_395	WP_136809303.1
OG0002688	Utg323392_4	WP_136808535.1
OG0002691	Utg323448_106	WP_136810838.1
OG0002695	Utg323632_312	WP_136806697.1
OG0002696	Utg323632_313	WP_136806696.1
OG0002697	Utg323632_314	WP_136806695.1
OG0002698	Utg323632_316	WP_136806693.1
OG0002699	Utg323990_118, Utg323632_372	WP_228723267.1
OG0002701	Utg323990_68	WP_136808442.1
OG0002703	Utg323990_141	WP_136808110.1
OG0002704	Utg323990_190	WP_136808417.1
OG0002705	Utg323990_230	WP_136806446.1, WP_136807139.1
OG0002880	Utg323140_152	WP_136810627.1
OG0002905	Utg323180_670	WP_136809655.1
OG0002915	Utg323180_228	WP_136809385.1
OG0002925	Utg323180_402	WP_136808982.1
OG0002928	Utg323140_150	WP_136805346.1
OG0002931	Utg323074_124	WP_136808824.1
OG0002932	Utg323262_130	WP_136808978.1
OG0002936	Utg325220_112	WP_167505961.1
OG0002947	Utg324810_74	WP_136809124.1
OG0002948	Utg323300_217	WP_136809771.1
OG0002950	Utg323140_107	WP_136806522.1
OG0002951	Utg323180_247	WP_228723417.1
OG0002953	Utg323300_190	WP_136807837.1
OG0002955	Utg323300_224	WP_136808089.1
OG0002956	Utg323262_183	WP_136807756.1
OG0002958	Utg323392_58	WP_136808831.1
OG0002959	Utg323316_282	WP_136805367.1
OG0002962	Utg323316_105	WP_136809773.1
OG0002964	Utg323140_225	WP_167506069.1
OG0002966	Utg323152_414	WP_136805924.1
OG0002967	Utg323152_413	WP_167505767.1
OG0002969	Utg323140_98	WP_136806221.1
OG0002978	Utg324810_12	WP_136810432.1
OG0002984	Utg323392_200	WP_136809235.1
OG0002987	Utg323152_419	WP_136805407.1
OG0002999	Utg323152_266	WP_136810689.1
OG0003000	Utg323152_271	WP_136810257.1
OG0003001	Utg323152_371	WP_136807849.1
OG0003004	Utg323392_128	WP_136810297.1
OG0003009	Utg323632_349	WP_136806841.1
OG0003013	Utg323632_138	WP_136805142.1
OG0003017	Utg323392_90	WP_136810483.1
OG0003018	Utg323632_280	WP_136809482.1
OG0003020	Utg323140_115	WP_136805975.1
OG0003022	Utg323316_108	WP_136809680.1
OG0003027	Utg323300_7	WP_136806964.1
OG0003034	Utg323074_175	WP_136807957.1
OG0003036	Utg323074_187, Utg323316_276	WP_167506025.1
OG0003041	Utg323140_53	WP_136805557.1
OG0003042	Utg323140_54	WP_136805556.1
OG0003043	Utg323140_56	WP_136805554.1
OG0003044	Utg323140_242	WP_136809477.1
OG0003045	Utg325220_66, Utg323140_272	WP_136809260.1
OG0003051	Utg323152_17	WP_136808789.1
OG0003052	Utg323152_89	WP_136808160.1
OG0003053	Utg323152_92	WP_136805741.1
OG0003054	Utg323152_100	WP_136809780.1
OG0003055	Utg323152_105	WP_136806546.1
OG0003059	Utg323152_515	WP_217909547.1
OG0003060	Utg323152_534	WP_136810773.1, WP_136808179.1
OG0003061	Utg323152_548	WP_228723342.1
OG0003062	Utg323152_578	WP_136805713.1
OG0003063	Utg323152_584	WP_136805708.1
OG0003064	Utg323152_605	WP_136807254.1
OG0003067	Utg323180_73	WP_136805788.1
OG0003070	Utg323180_116, Utg323180_118	WP_136808907.1
OG0003074	Utg323180_363	WP_136809567.1
OG0003075	Utg323180_395	WP_136806031.1
OG0003076	Utg323180_398	WP_136806040.1
OG0003077	Utg323180_459	WP_136806766.1
OG0003080	Utg323180_542	WP_136810125.1
OG0003081	Utg323180_551	WP_136805934.1
OG0003082	Utg323180_552	WP_136805935.1
OG0003083	Utg323180_559	WP_136808100.1
OG0003087	Utg323262_205	WP_136806058.1
OG0003088	Utg323262_210	WP_228723261.1
OG0003090	Utg323266_84	WP_136810116.1
OG0003093	Utg323300_23	WP_136807572.1
OG0003094	Utg323300_80	WP_167505972.1
OG0003095	Utg323300_83	WP_136809008.1
OG0003096	Utg323300_211	WP_136806024.1
OG0003097	Utg323300_243	WP_136805991.1
OG0003098	Utg323300_244	WP_136805990.1
OG0003106	Utg323316_149	WP_136810377.1
OG0003107	Utg323316_154	WP_136806823.1
OG0003108	Utg323316_192	WP_136810167.1
OG0003114	Utg323316_260	WP_228723388.1
OG0003115	Utg323392_61	WP_167505970.1
OG0003116	Utg323392_62	WP_136808961.1
OG0003117	Utg323392_63	WP_217909489.1
OG0003118	Utg323392_116	WP_136805493.1
OG0003119	Utg323392_162	WP_136806554.1
OG0003121	Utg323448_105	WP_167505786.1
OG0003123	Utg323632_234	WP_136810245.1
OG0003124	Utg323632_308	WP_136806701.1
OG0003125	Utg323632_309	WP_228723429.1
OG0003126	Utg323632_310	WP_136806699.1
OG0003127	Utg323632_311	WP_136806698.1
OG0003128	Utg323632_320	WP_136806689.1
OG0003130	Utg323990_59	WP_167505748.1
OG0003134	Utg324810_55	WP_136808113.1
OG0003136	Utg325220_68	WP_136805547.1
OG0003137	Utg325220_84	WP_136810742.1
OG0003469	Utg323392_170	WP_136808106.1
OG0003539	Utg323180_9	WP_136808958.1
OG0003550	Utg323300_204	WP_136808539.1
OG0003553	Utg323300_272	WP_136808173.1
OG0003565	Utg323266_60	WP_228723317.1
OG0003602	Utg323262_172	WP_136805545.1
OG0003603	Utg323262_174	WP_136805544.1
OG0003604	Utg323262_176	WP_136805543.1
OG0003605	Utg323262_177	WP_136805542.1
OG0003642	Utg323300_273	WP_176371631.1
OG0003644	Utg323074_119	WP_136809322.1
OG0003651	Utg323180_8	WP_136808957.1
OG0003652	Utg323074_4, Utg323990_246	WP_136805851.1
OG0003656	Utg323074_48	WP_136808870.1
OG0003659	Utg323074_100	WP_136805256.1
OG0003662	Utg323074_192	WP_228723391.1
OG0003675	Utg323152_501	WP_136809309.1
OG0003676	Utg323152_600	WP_136808258.1
OG0003677	Utg323152_606	WP_136805697.1
OG0003683	Utg323180_140	WP_136806052.1
OG0003689	Utg323180_304	WP_136810126.1
OG0003694	Utg323180_400	WP_136808980.1
OG0003700	Utg323180_588	WP_136806780.1
OG0003701	Utg323180_589	WP_167505946.1
OG0003702	Utg323180_631	WP_136807672.1
OG0003712	Utg323262_153	WP_136805988.1
OG0003713	Utg323262_155	WP_167505781.1
OG0003714	Utg323262_156	WP_136806171.1
OG0003715	Utg323262_157	WP_136806170.1
OG0003717	Utg323262_170	WP_136805832.1
OG0003718	Utg323262_171	WP_136805831.1
OG0003719	Utg323262_197	WP_136809853.1
OG0003724	Utg323300_13	WP_136806023.1
OG0003727	Utg323300_82	WP_136809014.1
OG0003728	Utg323300_153	WP_136808775.1
OG0003731	Utg323300_180	WP_136808555.1
OG0003732	Utg323300_209	WP_136809175.1
OG0003734	Utg323300_433	WP_167505912.1
OG0003748	Utg323316_155	WP_136807736.1
OG0003749	Utg323316_157	WP_136806028.1
OG0003756	Utg323316_265	WP_136805350.1
OG0003757	Utg323316_266	WP_136805355.1
OG0003758	Utg323316_274	WP_267313663.1
OG0003759	Utg323316_287	WP_136809671.1
OG0003761	Utg323392_117	WP_176371593.1
OG0003762	Utg323392_192	WP_136807189.1
OG0003764	Utg323392_255	WP_136805592.1
OG0003770	Utg323632_204	WP_136806007.1
OG0003771	Utg323632_259	WP_136810111.1
OG0003772	Utg323632_260	WP_136810110.1
OG0003774	Utg323632_315	WP_136806694.1
OG0003776	Utg323632_329	WP_136809195.1
OG0003783	Utg324548_12	WP_136809518.1
OG0003784	Utg324548_13	WP_136809517.1
OG0003785	Utg324810_3	WP_136807152.1
OG0003786	Utg324810_4	WP_136805777.1
OG0004633	Utg323074_54	WP_167505792.1
OG0004641	Utg323074_163	WP_136810731.1
OG0004654	Utg323140_120	WP_136810820.1
OG0004655	Utg323140_121	WP_136810819.1
OG0004697	Utg323180_10	WP_167506065.1
OG0004699	Utg323180_49	WP_136810826.1
OG0004700	Utg323180_58	WP_136806591.1
OG0004722	Utg323180_397	WP_136809549.1
OG0004726	Utg323180_460	WP_136809781.1
OG0004727	Utg323180_487	WP_136805230.1
OG0004746	Utg323262_18	WP_136809096.1
OG0004747	Utg323262_19	WP_136809095.1
OG0004748	Utg323262_20	WP_136809094.1
OG0004767	Utg323266_81	WP_167506106.1
OG0004776	Utg323300_127	WP_136808638.1
OG0004784	Utg323300_362	WP_136809977.1
OG0004816	Utg323392_5	WP_136809423.1
OG0004820	Utg323392_233	WP_136810080.1
