Orthogroup	Species	Geobacter sulfurreducens PCA	Orthologs
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_010942909.1	WP_015405734.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_010942909.1	WP_136805469.1
OG0000007	Desulfosediminicola ganghwensis IMCC35004	WP_010942909.1	WP_136796543.1
OG0000007	Desulfotalea psychrophila LSv54	WP_010942909.1	WP_011188868.1
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_010942909.1	WP_205217665.1
OG0000007	Desulfovibrio vulgaris DP4	WP_010942909.1	WP_010939647.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_010942909.1	WP_126375925.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_010943050.1	WP_126381411.1
OG0000007	Shewanella oneidensis MR-1	WP_010943050.1	WP_011072831.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_010943050.1	WP_041916547.1
OG0000007	Desulfocapsa_06_corrosive	WP_010943050.1	Utg323152_106
OG0000007	Desulfosediminicola ganghwensis IMCC35004	WP_010943050.1	WP_136795639.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_010943050.1	WP_136809767.1
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_010943050.1	WP_205219793.1
OG0000007	Desulfocapsa_13_biocide	WP_010941823.1, WP_010942828.1	Utg857076_16
OG0000007	Desulfocapsa_06_corrosive	WP_010941823.1, WP_010942828.1	Utg323262_116
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_010941823.1, WP_010942828.1	WP_205219899.1
OG0000007	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941823.1, WP_010942828.1	WP_012606613.1
OG0000007	Shewanella oneidensis MR-1	WP_010941823.1, WP_010942828.1	WP_011071147.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_010941338.1	WP_015404120.1
OG0000007	Desulfocapsa_06_corrosive	WP_010941338.1	Utg323316_118
OG0000007	Desulfotalea psychrophila LSv54	WP_010941338.1	WP_011188995.1
OG0000007	Desulfosediminicola ganghwensis IMCC35004	WP_010941338.1	WP_136795569.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_010941338.1	WP_136809687.1
OG0000007	Desulfovibrio vulgaris DP4	WP_010941615.1	WP_043629999.1
OG0000007	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941615.1	WP_012535788.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_010941615.1	WP_015403055.1
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_010941615.1	WP_205218938.1
OG0000007	Desulfocapsa_13_biocide	WP_010941994.1	Utg857152_200
OG0000007	Desulfocapsa_06_corrosive	WP_010941994.1	Utg323180_130
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_010941994.1	WP_015403101.1
OG0000007	Desulfovibrio vulgaris DP4	WP_010941994.1	WP_011791362.1, WP_223294679.1
OG0000007	Desulfosediminicola ganghwensis IMCC35004	WP_010941994.1	WP_217907574.1, WP_136796830.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_010941994.1	WP_136806719.1, WP_136806549.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_010941994.1	WP_126375605.1, WP_126379380.1
OG0000007	Desulfotalea psychrophila LSv54	WP_010941994.1	WP_011187745.1
OG0000007	Desulfosediminicola ganghwensis IMCC35004	WP_010941164.1	WP_136796500.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_010941164.1	WP_136809210.1
OG0000007	Shewanella oneidensis MR-1	WP_010941164.1	WP_011073487.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_010941164.1	WP_015404400.1
OG0000007	Desulfocapsa_06_corrosive	WP_010941164.1	Utg323632_81
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_010941163.1	WP_136809211.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_010941163.1	WP_136796499.1
OG0000008	Desulfovibrio ferrophilus IS5	WP_010941163.1	WP_126379377.1
OG0000008	Desulfovibrio vulgaris DP4	WP_010941163.1	WP_010939710.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_010941163.1	WP_205218335.1
OG0000008	Shewanella oneidensis MR-1	WP_010941163.1	WP_011071114.1
OG0000008	Desulfocapsa_06_corrosive	WP_010941163.1	Utg323632_80
OG0000008	Shewanella oneidensis MR-1	WP_010941060.1	WP_011072998.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_010941060.1	WP_205219114.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_010941060.1	WP_136805538.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_010941060.1	WP_167495786.1
OG0000008	Desulfocapsa_13_biocide	WP_010941060.1	Utg861744_12, Utg857076_45
OG0000008	Desulfocapsa_06_corrosive	WP_010941060.1	Utg323160_91, Utg323262_89
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_010941060.1	WP_015403337.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941060.1	WP_012537153.1
OG0000008	Desulfovibrio ferrophilus IS5	WP_010941060.1	WP_126380866.1
OG0000008	Desulfotalea psychrophila LSv54	WP_010943408.1	WP_049785079.1
OG0000008	Shewanella oneidensis MR-1	WP_010943408.1	WP_011073986.1, WP_011073326.1, WP_011071990.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943408.1	WP_012536818.1, WP_012535792.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_010943408.1	WP_136795517.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_010943408.1	WP_217909514.1
OG0000008	Desulfovibrio vulgaris DP4	WP_010943303.1	WP_011793161.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_010943303.1	WP_136806594.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_010943303.1	WP_136796821.1
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_010943303.1	WP_015403510.1
OG0000008	Desulfocapsa_13_biocide	WP_010943303.1	Utg857152_123
OG0000008	Desulfocapsa_06_corrosive	WP_010943303.1	Utg323300_399
OG0000008	Desulfovibrio ferrophilus IS5	WP_010943303.1	WP_126376430.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943303.1	WP_009566498.1
OG0000008	Shewanella oneidensis MR-1	WP_010943303.1	WP_011072024.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943335.1, WP_010942255.1	WP_012536971.1, WP_009566514.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_010943335.1	WP_228721405.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_010943335.1	WP_205218627.1
OG0000008	Desulfotalea psychrophila LSv54	WP_010943335.1	WP_049785046.1
OG0000008	Shewanella oneidensis MR-1	WP_010943335.1	WP_011074282.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_010943335.1	WP_136806200.1
OG0000008	Desulfocapsa_13_biocide	WP_010943335.1	Utg859098_370
OG0000008	Desulfovibrio vulgaris DP4	WP_010943335.1	WP_011791653.1
OG0000008	Desulfovibrio vulgaris DP4	WP_010942255.1	WP_223294613.1
OG0000009	Desulfocapsa_06_corrosive	WP_010942536.1	Utg323990_129
OG0000009	Desulfocapsa_13_biocide	WP_010942536.1	Utg860006_74
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_010942536.1	WP_217909495.1
OG0000009	Desulfovibrio vulgaris DP4	WP_010942536.1	WP_011792516.1, WP_011787365.1
OG0000009	Desulfosediminicola ganghwensis IMCC35004	WP_010943210.1	WP_136799743.1, WP_136796828.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_010943210.1	WP_136810250.1, WP_136806688.1, WP_136809487.1, WP_167505902.1, WP_136807024.1
OG0000009	Desulfocapsa sulfexigens DSM 10523	WP_010943210.1	WP_015405657.1
OG0000009	Desulfocapsa_13_biocide	WP_010943210.1	Utg860814_183, Utg858432_86, Utg864866_20, Utg857152_209
OG0000009	Desulfotalea psychrophila LSv54	WP_010943210.1	WP_011188127.1, WP_049785091.1
OG0000009	Desulforhopalus vacuolatus DSM 9700	WP_010943210.1	WP_240192111.1, WP_205217584.1, WP_240192132.1
OG0000009	Desulfocapsa_06_corrosive	WP_010943210.1	Utg323632_134, Utg323140_138, Utg323392_3
OG0000009	Shewanella oneidensis MR-1	WP_010943210.1	WP_011071150.1, WP_011073726.1, WP_164925773.1
OG0000009	Desulfovibrio ferrophilus IS5	WP_010943210.1	WP_126376614.1
OG0000009	Desulfocapsa sulfexigens DSM 10523	WP_010941672.1, WP_010943260.1, WP_010942584.1, WP_010942736.1, WP_010942298.1, WP_010942117.1	WP_015405427.1
OG0000009	Desulfocapsa_06_corrosive	WP_010941672.1	Utg323180_612
OG0000009	Desulfocapsa_13_biocide	WP_010941672.1	Utg860814_199, Utg860814_198
OG0000009	Desulfovibrio ferrophilus IS5	WP_010941672.1	WP_126381017.1
OG0000009	Desulfovibrio vulgaris DP4	WP_010941672.1	WP_011791502.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_010941672.1	WP_136807801.1
OG0000009	Desulfovibrio ferrophilus IS5	WP_010943260.1, WP_010942584.1	WP_126381118.1
OG0000009	Desulfotalea psychrophila LSv54	WP_010943260.1, WP_010942584.1	WP_156792224.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_010943260.1, WP_010942584.1	WP_136805233.1, WP_217909581.1
OG0000009	Desulfosediminicola ganghwensis IMCC35004	WP_010943260.1, WP_010942584.1	WP_167495941.1
OG0000009	Desulfovibrio ferrophilus IS5	WP_010942298.1	WP_126380358.1
OG0000009	Desulfotalea psychrophila LSv54	WP_010942298.1	WP_011189354.1
OG0000009	Desulfosediminicola ganghwensis IMCC35004	WP_010942298.1	WP_228721437.1
OG0000009	Desulfocapsa_06_corrosive	WP_010942117.1	Utg323152_586
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_010942117.1	WP_136806587.1
OG0000010	Desulforhopalus vacuolatus DSM 9700	WP_010942493.1, WP_010942893.1, WP_010942620.1, WP_010942158.1, WP_010942601.1, WP_235044891.1, WP_010941657.1	WP_205219586.1
OG0000010	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942493.1	WP_009561151.1
OG0000010	Desulfocapsa sulfexigens DSM 10523	WP_010942493.1	WP_015404239.1
OG0000010	Desulfosediminicola flagellatus IMCC35005	WP_010942493.1	WP_136809831.1
OG0000010	Desulfocapsa_06_corrosive	WP_010942493.1	Utg323316_272, Utg323316_267, Utg323316_264
OG0000010	Desulfovibrio ferrophilus IS5	WP_010942493.1	WP_126380086.1, WP_172961677.1
OG0000010	Desulfocapsa_13_biocide	WP_010942493.1	Utg857046_180
OG0000010	Desulfovibrio ferrophilus IS5	WP_010942893.1	WP_172961672.1
OG0000010	Desulfosediminicola flagellatus IMCC35005	WP_010942893.1	WP_136808438.1, WP_136808682.1
OG0000010	Desulfocapsa_13_biocide	WP_010942893.1	Utg857046_174, Utg859236_8
OG0000010	Desulfovibrio vulgaris DP4	WP_010942620.1	WP_011787335.1
OG0000010	Desulfosediminicola ganghwensis IMCC35004	WP_010942620.1	WP_136799911.1
OG0000010	Desulfovibrio ferrophilus IS5	WP_010942620.1	WP_126380060.1
OG0000010	Desulfovibrio vulgaris DP4	WP_010942158.1	WP_011791455.1, WP_011787338.1
OG0000010	Desulfocapsa_06_corrosive	WP_010942158.1	Utg323990_20
OG0000010	Desulfocapsa sulfexigens DSM 10523	WP_010942158.1	WP_153304882.1
OG0000010	Desulfovibrio ferrophilus IS5	WP_010942601.1	WP_232034795.1
OG0000010	Desulfocapsa sulfexigens DSM 10523	WP_010942601.1	WP_015404680.1
OG0000010	Desulfosediminicola flagellatus IMCC35005	WP_010942601.1	WP_136807956.1, WP_136809828.1, WP_136805073.1
OG0000010	Desulfosediminicola ganghwensis IMCC35004	WP_010942601.1	WP_136795772.1
OG0000010	Desulfosediminicola flagellatus IMCC35005	WP_235044891.1, WP_010941657.1	WP_136810734.1
OG0000010	Desulfocapsa_06_corrosive	WP_235044891.1	Utg323316_270
OG0000010	Desulfovibrio vulgaris DP4	WP_235044891.1	WP_011791544.1
OG0000010	Acidithiobacillus ferrooxidans YNTRS-40	WP_235044891.1	WP_012536238.1
OG0000010	Desulfovibrio ferrophilus IS5	WP_235044891.1	WP_172961742.1
OG0000010	Desulfocapsa sulfexigens DSM 10523	WP_235044891.1	WP_015404682.1
OG0000010	Desulfocapsa_06_corrosive	WP_010941657.1	Utg323074_203
OG0000010	Desulfovibrio ferrophilus IS5	WP_010941657.1	WP_126375855.1
OG0000011	Shewanella oneidensis MR-1	WP_010942699.1	WP_011073029.1
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_010942699.1	WP_205219423.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_010942699.1	WP_136799658.1
OG0000011	Desulfovibrio ferrophilus IS5	WP_010942699.1	WP_126381100.1, WP_126380384.1
OG0000012	Desulfosediminicola ganghwensis IMCC35004	WP_010941669.1	WP_228721473.1
OG0000012	Shewanella oneidensis MR-1	WP_010941669.1	WP_011074100.1
OG0000012	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941669.1	WP_012537465.1
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_010941139.1	WP_015405260.1
OG0000012	Desulfocapsa_06_corrosive	WP_010941139.1	Utg323180_153
OG0000012	Desulfocapsa_06_corrosive	WP_010941973.1	Utg323316_174
OG0000012	Desulfocapsa_13_biocide	WP_010941973.1	Utg857046_67
OG0000012	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941439.1, WP_010941262.1, WP_010941254.1, WP_144011898.1, WP_010941041.1, WP_010941630.1, WP_010943129.1, WP_010943547.1	WP_233459585.1
OG0000012	Desulfovibrio ferrophilus IS5	WP_010941439.1, WP_010941262.1, WP_010941254.1, WP_144011898.1, WP_010941041.1, WP_010941630.1, WP_010943129.1	WP_126380912.1
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_010941439.1, WP_010941262.1, WP_010941254.1, WP_144011898.1, WP_010941041.1, WP_010941630.1	WP_015403471.1
OG0000012	Desulfosediminicola ganghwensis IMCC35004	WP_010941439.1, WP_010941262.1, WP_010941254.1, WP_144011898.1, WP_010941041.1, WP_010941630.1	WP_136796722.1
OG0000012	Desulfotalea psychrophila LSv54	WP_010941439.1, WP_010941262.1, WP_010941254.1, WP_144011898.1, WP_010941041.1, WP_010941630.1	WP_011188284.1
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_010941439.1	WP_228723378.1
OG0000012	Shewanella oneidensis MR-1	WP_010941439.1	WP_011074303.1
OG0000012	Desulfocapsa_13_biocide	WP_010941439.1	Utg857046_150
OG0000012	Desulfovibrio vulgaris DP4	WP_010941262.1, WP_010941254.1, WP_144011898.1	WP_011787301.1
OG0000012	Desulforhopalus vacuolatus DSM 9700	WP_010943547.1	WP_205218774.1
OG0000012	Desulfocapsa_06_corrosive	WP_010943547.1	Utg323160_104
OG0000013	Desulfovibrio ferrophilus IS5	WP_235044968.1, WP_010943331.1, WP_010942065.1	WP_126376628.1
OG0000013	Shewanella oneidensis MR-1	WP_235044968.1, WP_010943331.1, WP_010942065.1	WP_011073853.1, WP_011071620.1
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_235044968.1, WP_010943331.1, WP_010942065.1	WP_015404369.1
OG0000013	Desulfocapsa_13_biocide	WP_235044968.1, WP_010943331.1, WP_010942065.1	Utg863716_117
OG0000013	Desulfovibrio ferrophilus IS5	WP_010941970.1, WP_010941778.1	WP_126381347.1, WP_232034900.1, WP_126378023.1, WP_126378033.1, WP_126379737.1, WP_126376569.1, WP_126379729.1, WP_126376573.1
OG0000013	Desulfovibrio vulgaris DP4	WP_010941970.1, WP_010941778.1	WP_010940496.1, WP_010940473.1, WP_010937456.1, WP_010940225.1, WP_010940222.1, WP_010937451.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_010941970.1, WP_010941778.1	WP_136806862.1, WP_136806858.1, WP_217909556.1, WP_136810308.1, WP_136810262.1, WP_136810302.1, WP_136810264.1
OG0000013	Desulforhopalus vacuolatus DSM 9700	WP_010941970.1, WP_010941778.1	WP_240191996.1, WP_205218303.1, WP_205218476.1, WP_205218471.1
OG0000013	Desulfocapsa_13_biocide	WP_010941970.1, WP_010941778.1	Utg860814_26, Utg860814_31
OG0000013	Desulfocapsa_06_corrosive	WP_010941970.1, WP_010941778.1	Utg323180_446, Utg323180_450, Utg323140_219, Utg323140_226
OG0000013	Desulfosediminicola ganghwensis IMCC35004	WP_010941970.1, WP_010941778.1	WP_228721392.1, WP_136799928.1, WP_136797029.1, WP_136799932.1, WP_136797031.1
OG0000013	Desulfotalea psychrophila LSv54	WP_010941970.1, WP_010941778.1	WP_011188729.1, WP_011188732.1
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_010941970.1, WP_010941778.1	WP_015404193.1, WP_015404186.1
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943740.1, WP_010942788.1	WP_009561490.1, WP_012607578.1
OG0000014	Desulfocapsa_13_biocide	WP_010943740.1	Utg857682_136
OG0000014	Desulforhopalus vacuolatus DSM 9700	WP_010943740.1	WP_205218288.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_010943740.1	WP_136795319.1, WP_167495771.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_010943740.1	WP_136808146.1, WP_136808979.1
OG0000014	Desulfocapsa_06_corrosive	WP_010943740.1	Utg323262_128
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_010942788.1	WP_136809185.1
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941119.1, WP_010943578.1, WP_010940825.1, WP_193360255.1	WP_012536921.1
OG0000014	Desulforhopalus vacuolatus DSM 9700	WP_010941119.1, WP_010943578.1	WP_205219411.1
OG0000014	Desulfotalea psychrophila LSv54	WP_010941119.1, WP_010943578.1	WP_083818925.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_010941119.1, WP_010943578.1	WP_136808641.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_010941119.1, WP_010943578.1	WP_136795451.1
OG0000014	Desulfocapsa_06_corrosive	WP_010941119.1, WP_010943578.1	Utg324810_58
OG0000014	Desulfocapsa_13_biocide	WP_010941119.1, WP_010943578.1	Utg861744_121, Utg861744_120
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_010941119.1, WP_010943578.1	WP_015403432.1
OG0000014	Shewanella oneidensis MR-1	WP_010941119.1, WP_010943578.1	WP_011074069.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_010940825.1	WP_167505806.1
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_010940825.1	WP_015403237.1, WP_015405413.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_193360255.1	WP_136810371.1, WP_136810514.1
OG0000014	Shewanella oneidensis MR-1	WP_193360255.1	WP_011072169.1, WP_202950644.1, WP_011070474.1
OG0000015	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943443.1	WP_009564938.1
OG0000015	Shewanella oneidensis MR-1	WP_010943443.1	WP_011072514.1
OG0000015	Desulforhopalus vacuolatus DSM 9700	WP_010943443.1	WP_205217767.1
OG0000015	Desulfotalea psychrophila LSv54	WP_010943443.1	WP_041277718.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_010943443.1	WP_136806902.1
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_010943443.1	WP_136798539.1
OG0000015	Desulfocapsa sulfexigens DSM 10523	WP_010943443.1	WP_015404994.1, WP_015405754.1
OG0000015	Desulfocapsa_13_biocide	WP_010943443.1	Utg859388_25, Utg862138_18
OG0000015	Desulfocapsa_06_corrosive	WP_010943443.1	Utg323392_212, Utg323632_27
OG0000015	Desulfocapsa_06_corrosive	WP_010943159.1	Utg323140_90
OG0000015	Desulfocapsa_13_biocide	WP_010943159.1	Utg864866_65
OG0000015	Desulfocapsa sulfexigens DSM 10523	WP_010943159.1	WP_015403214.1
OG0000015	Desulfovibrio ferrophilus IS5	WP_010943159.1	WP_126376089.1
OG0000015	Desulfovibrio vulgaris DP4	WP_010943159.1	WP_011792453.1
OG0000015	Desulfotalea psychrophila LSv54	WP_010943159.1	WP_228130190.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_010943159.1	WP_228723428.1
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_010943159.1	WP_228721502.1
OG0000015	Desulforhopalus vacuolatus DSM 9700	WP_010943159.1	WP_205218648.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_010940939.1, WP_010943414.1	WP_167506080.1
OG0000015	Desulfocapsa_06_corrosive	WP_010940939.1, WP_010943414.1	Utg325220_80
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_010940939.1, WP_010943414.1	WP_136798430.1
OG0000015	Desulfovibrio ferrophilus IS5	WP_010940939.1, WP_010943414.1	WP_126377238.1
OG0000015	Desulfotalea psychrophila LSv54	WP_010940939.1, WP_010943414.1	WP_011187538.1
OG0000015	Shewanella oneidensis MR-1	WP_010940939.1, WP_010943414.1	WP_011072017.1
OG0000015	Desulfovibrio ferrophilus IS5	WP_010941995.1	WP_172961650.1, WP_126376871.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_010941995.1	WP_136810620.1
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_010941995.1	WP_136796070.1
OG0000015	Shewanella oneidensis MR-1	WP_010941995.1	WP_011073837.1, WP_011071537.1, WP_011071133.1, WP_011071304.1
OG0000015	Desulfovibrio vulgaris DP4	WP_010941995.1	WP_011792075.1, WP_011791371.1
OG0000015	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941995.1	WP_012535757.1, WP_012537128.1
OG0000016	Desulfocapsa_06_corrosive	WP_010941071.1	Utg323152_301
OG0000016	Desulfocapsa_13_biocide	WP_010941071.1	Utg859098_114
OG0000016	Desulfocapsa sulfexigens DSM 10523	WP_010941071.1	WP_015405281.1
OG0000016	Desulfosediminicola flagellatus IMCC35005	WP_010941071.1	WP_136807902.1
OG0000016	Desulfotalea psychrophila LSv54	WP_010941071.1	WP_011189892.1
OG0000016	Desulfocapsa_13_biocide	WP_010941944.1, WP_010942863.1, WP_010942852.1	Utg859236_123
OG0000016	Shewanella oneidensis MR-1	WP_010941944.1	WP_011072313.1
OG0000016	Desulfovibrio vulgaris DP4	WP_010941944.1	WP_010938884.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_010941944.1	WP_126376801.1
OG0000016	Shewanella oneidensis MR-1	WP_010942863.1, WP_010942852.1	WP_011072183.1
OG0000016	Desulfovibrio vulgaris DP4	WP_010942863.1, WP_010942852.1	WP_010939351.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_010942863.1, WP_010942852.1	WP_126376256.1
OG0000016	Shewanella oneidensis MR-1	WP_010943385.1, WP_010941887.1, WP_010941569.1, WP_010941781.1, WP_010942859.1, WP_010942689.1	WP_011072497.1
OG0000016	Desulfosediminicola flagellatus IMCC35005	WP_010941569.1	WP_167505772.1, WP_136809302.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_010941569.1	WP_126376356.1, WP_172961559.1
OG0000016	Desulfosediminicola ganghwensis IMCC35004	WP_010941569.1	WP_167495730.1, WP_136797847.1, WP_136796187.1
OG0000016	Desulfosediminicola ganghwensis IMCC35004	WP_010941781.1	WP_136799792.1
OG0000016	Desulfocapsa sulfexigens DSM 10523	WP_010941781.1	WP_015403249.1
OG0000016	Desulfocapsa_06_corrosive	WP_010942859.1, WP_010942689.1	Utg323300_407, Utg323300_334
OG0000016	Desulfocapsa_13_biocide	WP_010942859.1, WP_010942689.1	Utg857152_131
OG0000016	Desulfosediminicola flagellatus IMCC35005	WP_010942859.1, WP_010942689.1	WP_136807829.1, WP_136807338.1
OG0000016	Desulfosediminicola ganghwensis IMCC35004	WP_010942859.1, WP_010942689.1	WP_136799049.1, WP_136797826.1, WP_136795956.1, WP_167495613.1
OG0000016	Desulfotalea psychrophila LSv54	WP_010942859.1, WP_010942689.1	WP_049785056.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_010942859.1, WP_010942689.1	WP_126378703.1
