Orthogroup	Species	Shewanella oneidensis MR-1	Orthologs
OG0000007	Desulfovibrio ferrophilus IS5	WP_164925702.1	WP_126375925.1
OG0000007	Geobacter sulfurreducens PCA	WP_164925702.1	WP_010942909.1
OG0000007	Acidithiobacillus ferrooxidans YNTRS-40	WP_164925702.1	WP_009566877.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_011072831.1	WP_041916547.1
OG0000007	Desulfocapsa_06_corrosive	WP_011072831.1	Utg323152_106
OG0000007	Desulfosediminicola ganghwensis IMCC35004	WP_011072831.1	WP_136795639.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_011072831.1	WP_136809767.1
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_011072831.1	WP_205219793.1
OG0000007	Geobacter sulfurreducens PCA	WP_011072831.1	WP_010943050.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_011072831.1	WP_126381411.1
OG0000007	Desulfocapsa_13_biocide	WP_011071147.1	Utg857076_16
OG0000007	Desulfocapsa_06_corrosive	WP_011071147.1	Utg323262_116
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_011071147.1	WP_205219899.1
OG0000007	Geobacter sulfurreducens PCA	WP_011071147.1	WP_010941823.1, WP_010942828.1
OG0000007	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071147.1	WP_012606613.1
OG0000007	Desulfocapsa_06_corrosive	WP_011073487.1	Utg323632_81
OG0000007	Geobacter sulfurreducens PCA	WP_011073487.1	WP_010941164.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_011073487.1	WP_015404400.1
OG0000007	Desulfosediminicola ganghwensis IMCC35004	WP_011073487.1	WP_136796500.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_011073487.1	WP_136809210.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_011071114.1	WP_136809211.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_011071114.1	WP_136796499.1
OG0000008	Desulfovibrio ferrophilus IS5	WP_011071114.1	WP_126379377.1
OG0000008	Desulfovibrio vulgaris DP4	WP_011071114.1	WP_010939710.1
OG0000008	Geobacter sulfurreducens PCA	WP_011071114.1	WP_010941163.1
OG0000008	Desulfocapsa_06_corrosive	WP_011071114.1	Utg323632_80
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_011071114.1	WP_205218335.1
OG0000008	Desulfovibrio ferrophilus IS5	WP_011072998.1	WP_126380866.1
OG0000008	Geobacter sulfurreducens PCA	WP_011072998.1	WP_010941060.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_011072998.1	WP_136805538.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_011072998.1	WP_167495786.1
OG0000008	Desulfocapsa_13_biocide	WP_011072998.1	Utg861744_12, Utg857076_45
OG0000008	Desulfocapsa_06_corrosive	WP_011072998.1	Utg323160_91, Utg323262_89
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_011072998.1	WP_015403337.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072998.1	WP_012537153.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_011072998.1	WP_205219114.1
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_011073161.1	WP_015405644.1
OG0000008	Desulfocapsa_06_corrosive	WP_011073161.1	Utg323300_42
OG0000008	Geobacter sulfurreducens PCA	WP_011073986.1, WP_011073326.1, WP_011071990.1	WP_010943408.1
OG0000008	Desulfotalea psychrophila LSv54	WP_011073986.1, WP_011073326.1, WP_011071990.1	WP_049785079.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073986.1	WP_012536818.1, WP_012535792.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_011073326.1, WP_011071990.1	WP_136795517.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_011073326.1, WP_011071990.1	WP_217909514.1
OG0000008	Desulfovibrio vulgaris DP4	WP_011072024.1	WP_011793161.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_011072024.1	WP_136806594.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_011072024.1	WP_136796821.1
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_011072024.1	WP_015403510.1
OG0000008	Desulfocapsa_13_biocide	WP_011072024.1	Utg857152_123
OG0000008	Desulfocapsa_06_corrosive	WP_011072024.1	Utg323300_399
OG0000008	Desulfovibrio ferrophilus IS5	WP_011072024.1	WP_126376430.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072024.1	WP_009566498.1
OG0000008	Geobacter sulfurreducens PCA	WP_011072024.1	WP_010943303.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073334.1, WP_011074282.1	WP_012536971.1, WP_009566514.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_011073334.1	WP_136798618.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_011073334.1	WP_136808272.1
OG0000008	Desulfocapsa_06_corrosive	WP_011073334.1	Utg323392_185
OG0000008	Desulfocapsa_13_biocide	WP_011073334.1	Utg859388_41
OG0000008	Desulfovibrio vulgaris DP4	WP_011073334.1	WP_011791419.1
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_011073334.1	WP_015404768.1
OG0000008	Desulfosediminicola ganghwensis IMCC35004	WP_011074282.1	WP_228721405.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_011074282.1	WP_205218627.1
OG0000008	Desulfotalea psychrophila LSv54	WP_011074282.1	WP_049785046.1
OG0000008	Desulfovibrio vulgaris DP4	WP_011074282.1	WP_011791653.1
OG0000008	Geobacter sulfurreducens PCA	WP_011074282.1	WP_010943335.1
OG0000008	Desulfocapsa_13_biocide	WP_011074282.1	Utg859098_370
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_011074282.1	WP_136806200.1
OG0000009	Desulfovibrio vulgaris DP4	WP_011072353.1	WP_011791598.1, WP_223294598.1
OG0000009	Geobacter sulfurreducens PCA	WP_011071150.1, WP_011073726.1, WP_164925773.1	WP_010943210.1
OG0000009	Desulfosediminicola ganghwensis IMCC35004	WP_011071150.1, WP_011073726.1	WP_136799743.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_011071150.1, WP_011073726.1	WP_136810250.1
OG0000009	Desulfocapsa sulfexigens DSM 10523	WP_011071150.1, WP_011073726.1	WP_015405657.1
OG0000009	Desulfocapsa_13_biocide	WP_011071150.1, WP_011073726.1	Utg860814_183, Utg858432_86
OG0000009	Desulfotalea psychrophila LSv54	WP_011071150.1, WP_011073726.1	WP_011188127.1
OG0000009	Desulforhopalus vacuolatus DSM 9700	WP_011071150.1, WP_011073726.1	WP_240192111.1
OG0000009	Desulfocapsa_06_corrosive	WP_011071150.1, WP_011073726.1	Utg323632_134
OG0000009	Desulfotalea psychrophila LSv54	WP_164925773.1	WP_049785091.1
OG0000009	Desulfosediminicola ganghwensis IMCC35004	WP_164925773.1	WP_136796828.1
OG0000009	Desulforhopalus vacuolatus DSM 9700	WP_164925773.1	WP_205217584.1, WP_240192132.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_164925773.1	WP_136806688.1, WP_136809487.1, WP_167505902.1
OG0000009	Desulfocapsa_06_corrosive	WP_164925773.1	Utg323140_138, Utg323392_3
OG0000009	Desulfocapsa_13_biocide	WP_164925773.1	Utg864866_20
OG0000009	Desulfovibrio ferrophilus IS5	WP_164925773.1	WP_126376614.1
OG0000009	Desulfocapsa sulfexigens DSM 10523	WP_011071594.1	WP_015405427.1
OG0000009	Desulfotalea psychrophila LSv54	WP_011071594.1	WP_011189261.1
OG0000009	Desulfocapsa_06_corrosive	WP_011071594.1	Utg323180_288
OG0000009	Desulfovibrio ferrophilus IS5	WP_011071594.1	WP_197723449.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_011071594.1	WP_167506082.1, WP_136810412.1
OG0000010	Desulforhopalus vacuolatus DSM 9700	WP_011073061.1	WP_205219586.1
OG0000010	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073061.1	WP_009563479.1
OG0000010	Desulfotalea psychrophila LSv54	WP_011073061.1	WP_011187276.1
OG0000010	Desulfovibrio vulgaris DP4	WP_011073061.1	WP_010937635.1
OG0000010	Desulfosediminicola flagellatus IMCC35005	WP_011073061.1	WP_217909528.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_011073029.1	WP_136796707.1, WP_228721445.1, WP_136796520.1, WP_136796063.1, WP_136799658.1, WP_136797104.1, WP_136798870.1, WP_167495681.1, WP_136798851.1, WP_136799937.1, WP_136799478.1, WP_136799535.1, WP_136795298.1, WP_136796266.1, WP_136799595.1, WP_136798603.1, WP_136798211.1, WP_217907688.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_011073029.1	WP_136808302.1, WP_136808632.1, WP_136806782.1, WP_136810628.1, WP_136808936.1, WP_228723280.1, WP_136805836.1, WP_136809871.1, WP_136809894.1, WP_136810666.1, WP_136810070.1, WP_217909606.1
OG0000011	Desulfocapsa sulfexigens DSM 10523	WP_011073029.1	WP_015403675.1
OG0000011	Desulfocapsa_13_biocide	WP_011073029.1	Utg860814_134, Utg857046_16, Utg859982_61, Utg859236_66, Utg857682_167
OG0000011	Desulfocapsa_06_corrosive	WP_011073029.1	Utg323180_549
OG0000011	Desulfotalea psychrophila LSv54	WP_011073029.1	WP_011188428.1, WP_011187691.1, WP_011188598.1, WP_011190294.1, WP_041277567.1, WP_011188753.1
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_011073029.1	WP_205219955.1, WP_205219423.1, WP_205219705.1, WP_205219709.1, WP_240191925.1, WP_205220094.1, WP_205217300.1
OG0000011	Geobacter sulfurreducens PCA	WP_011073029.1	WP_010942699.1
OG0000011	Desulfovibrio ferrophilus IS5	WP_011073029.1	WP_126381100.1, WP_126380384.1, WP_126375556.1, WP_126379898.1, WP_126380793.1
OG0000011	Desulfovibrio vulgaris DP4	WP_011073029.1	WP_011791648.1, WP_010937320.1, WP_010938006.1
OG0000012	Desulfosediminicola ganghwensis IMCC35004	WP_011074100.1	WP_228721473.1
OG0000012	Geobacter sulfurreducens PCA	WP_011074100.1	WP_010941669.1
OG0000012	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074100.1	WP_012537465.1
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_011073115.1	WP_015403532.1
OG0000012	Desulfocapsa_13_biocide	WP_011073115.1	Utg864866_48, Utg864866_49
OG0000012	Desulfocapsa_06_corrosive	WP_011073115.1	Utg323140_106
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_011073115.1	WP_167505807.1
OG0000012	Desulfotalea psychrophila LSv54	WP_011073115.1	WP_041277505.1
OG0000012	Desulfovibrio ferrophilus IS5	WP_011073115.1	WP_126379475.1
OG0000012	Desulfovibrio vulgaris DP4	WP_011073115.1	WP_010938711.1
OG0000012	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074303.1	WP_233459585.1
OG0000012	Desulfovibrio ferrophilus IS5	WP_011074303.1	WP_126380912.1
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_011074303.1	WP_015403471.1
OG0000012	Desulfosediminicola ganghwensis IMCC35004	WP_011074303.1	WP_136796722.1
OG0000012	Desulfotalea psychrophila LSv54	WP_011074303.1	WP_011188284.1
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_011074303.1	WP_228723378.1
OG0000012	Desulfocapsa_13_biocide	WP_011074303.1	Utg857046_150
OG0000012	Geobacter sulfurreducens PCA	WP_011074303.1	WP_010941439.1
OG0000013	Desulfovibrio ferrophilus IS5	WP_011073862.1, WP_011073853.1, WP_011071620.1	WP_126376628.1
OG0000013	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073862.1	WP_049756730.1
OG0000013	Desulfocapsa_06_corrosive	WP_011073862.1	Utg323180_152, Utg323140_78
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_011073862.1	WP_015402979.1
OG0000013	Desulfocapsa_13_biocide	WP_011073862.1	Utg864866_75
OG0000013	Geobacter sulfurreducens PCA	WP_011073853.1, WP_011071620.1	WP_235044968.1, WP_010943331.1, WP_010942065.1
OG0000013	Desulfocapsa_13_biocide	WP_011073853.1, WP_011071620.1	Utg863716_117
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_011073853.1, WP_011071620.1	WP_015404369.1
OG0000014	Desulfocapsa_06_corrosive	WP_011074106.1, WP_011073413.1, WP_011074228.1	Utg323392_110
OG0000014	Desulfovibrio vulgaris DP4	WP_011074106.1, WP_011073413.1, WP_011074228.1	WP_010939857.1
OG0000014	Desulforhopalus vacuolatus DSM 9700	WP_011074106.1, WP_011073413.1, WP_011074228.1	WP_205219172.1
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074106.1, WP_011073413.1, WP_011074228.1	WP_012607383.1, WP_009567373.1, WP_012535790.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_011074106.1	WP_176360024.1
OG0000014	Desulfovibrio ferrophilus IS5	WP_011074106.1	WP_126377105.1
OG0000014	Desulfocapsa_13_biocide	WP_011074106.1	Utg859076_41
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_011074106.1	WP_015403048.1
OG0000014	Desulfovibrio ferrophilus IS5	WP_011073413.1	WP_126380551.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_011073413.1	WP_136795895.1
OG0000014	Desulfocapsa_13_biocide	WP_011073413.1	Utg857994_28
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074069.1, WP_011072169.1, WP_202950644.1, WP_011070474.1	WP_012536921.1
OG0000014	Geobacter sulfurreducens PCA	WP_011074069.1	WP_010941119.1, WP_010943578.1
OG0000014	Desulforhopalus vacuolatus DSM 9700	WP_011074069.1	WP_205219411.1
OG0000014	Desulfotalea psychrophila LSv54	WP_011074069.1	WP_083818925.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_011074069.1	WP_136808641.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_011074069.1	WP_136795451.1
OG0000014	Desulfocapsa_06_corrosive	WP_011074069.1	Utg324810_58
OG0000014	Desulfocapsa_13_biocide	WP_011074069.1	Utg861744_121, Utg861744_120
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_011074069.1	WP_015403432.1
OG0000014	Geobacter sulfurreducens PCA	WP_011072169.1, WP_202950644.1, WP_011070474.1	WP_193360255.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_011072169.1, WP_202950644.1	WP_136810371.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_011070474.1	WP_136810514.1
OG0000015	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072514.1	WP_009564938.1
OG0000015	Geobacter sulfurreducens PCA	WP_011072514.1	WP_010943443.1
OG0000015	Desulforhopalus vacuolatus DSM 9700	WP_011072514.1	WP_205217767.1
OG0000015	Desulfotalea psychrophila LSv54	WP_011072514.1	WP_041277718.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_011072514.1	WP_136806902.1
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_011072514.1	WP_136798539.1
OG0000015	Desulfocapsa sulfexigens DSM 10523	WP_011072514.1	WP_015404994.1, WP_015405754.1
OG0000015	Desulfocapsa_13_biocide	WP_011072514.1	Utg859388_25, Utg862138_18
OG0000015	Desulfocapsa_06_corrosive	WP_011072514.1	Utg323392_212, Utg323632_27
OG0000015	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073534.1	WP_012537015.1, WP_233459575.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_011072017.1	WP_167506080.1
OG0000015	Desulfocapsa_06_corrosive	WP_011072017.1	Utg325220_80
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_011072017.1	WP_136798430.1
OG0000015	Desulfovibrio ferrophilus IS5	WP_011072017.1	WP_126377238.1
OG0000015	Desulfotalea psychrophila LSv54	WP_011072017.1	WP_011187538.1
OG0000015	Geobacter sulfurreducens PCA	WP_011072017.1	WP_010940939.1, WP_010943414.1
OG0000015	Desulfocapsa_06_corrosive	WP_011071264.1	Utg323140_91
OG0000015	Geobacter sulfurreducens PCA	WP_011073837.1, WP_011071537.1, WP_011071133.1, WP_011071304.1	WP_010941995.1
OG0000015	Desulfovibrio ferrophilus IS5	WP_011073837.1	WP_172961650.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_011073837.1	WP_136810620.1
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_011073837.1	WP_136796070.1
OG0000015	Desulfovibrio vulgaris DP4	WP_011071537.1, WP_011071133.1, WP_011071304.1	WP_011792075.1
OG0000015	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071111.1	WP_012535969.1
OG0000016	Desulfotalea psychrophila LSv54	WP_011072504.1	WP_011188795.1
OG0000016	Desulfovibrio vulgaris DP4	WP_007649667.1	WP_010940486.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_007649667.1	WP_126377698.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_164925774.1	WP_126376616.1
OG0000016	Desulfocapsa_13_biocide	WP_011072313.1, WP_011072183.1	Utg859236_123
OG0000016	Desulfovibrio vulgaris DP4	WP_011072313.1	WP_010938884.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_011072313.1	WP_126376801.1
OG0000016	Geobacter sulfurreducens PCA	WP_011072313.1	WP_010941944.1
OG0000016	Geobacter sulfurreducens PCA	WP_011072183.1	WP_010942863.1, WP_010942852.1
OG0000016	Desulfovibrio vulgaris DP4	WP_011072183.1	WP_010939351.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_011072183.1	WP_126376256.1
OG0000016	Geobacter sulfurreducens PCA	WP_011072497.1	WP_010943385.1, WP_010941887.1, WP_010941569.1, WP_010941781.1, WP_010942859.1, WP_010942689.1
OG0000016	Desulfosediminicola flagellatus IMCC35005	WP_011072497.1	WP_167505772.1, WP_136809302.1, WP_136807829.1, WP_136807338.1
OG0000016	Desulfovibrio ferrophilus IS5	WP_011072497.1	WP_126376356.1, WP_172961559.1, WP_126378703.1
OG0000016	Desulfosediminicola ganghwensis IMCC35004	WP_011072497.1	WP_167495730.1, WP_136797847.1, WP_136796187.1, WP_136799792.1, WP_136799049.1, WP_136797826.1, WP_136795956.1, WP_167495613.1
OG0000016	Desulfocapsa sulfexigens DSM 10523	WP_011072497.1	WP_015403249.1
OG0000016	Desulfocapsa_06_corrosive	WP_011072497.1	Utg323300_407, Utg323300_334
OG0000016	Desulfocapsa_13_biocide	WP_011072497.1	Utg857152_131
OG0000016	Desulfotalea psychrophila LSv54	WP_011072497.1	WP_049785056.1
OG0000017	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071143.1	WP_012536473.1
OG0000017	Desulfocapsa sulfexigens DSM 10523	WP_011071143.1	WP_015404508.1
OG0000017	Desulfosediminicola ganghwensis IMCC35004	WP_011071143.1	WP_136796602.1, WP_167495642.1, WP_136796609.1
OG0000017	Desulfotalea psychrophila LSv54	WP_011071143.1	WP_011188709.1, WP_011188698.1
OG0000017	Desulforhopalus vacuolatus DSM 9700	WP_011071143.1	WP_205220326.1, WP_205219770.1
OG0000017	Desulfosediminicola flagellatus IMCC35005	WP_011071143.1	WP_136808412.1, WP_176371602.1, WP_136808421.1, WP_136807419.1, WP_136809354.1, WP_136808420.1
OG0000017	Desulfocapsa_06_corrosive	WP_011071143.1	Utg323990_184
OG0000017	Desulfocapsa_13_biocide	WP_011071143.1	Utg860006_13, Utg860006_18
OG0000017	Geobacter sulfurreducens PCA	WP_011071143.1	WP_010942680.1
OG0000017	Desulfosediminicola flagellatus IMCC35005	WP_011070777.1, WP_011071144.1, WP_011073357.1	WP_136808425.1, WP_136808428.1, WP_136809551.1, WP_136805229.1
OG0000017	Desulfocapsa_13_biocide	WP_011070777.1, WP_011071144.1, WP_011073357.1	Utg860006_11
OG0000017	Desulfosediminicola ganghwensis IMCC35004	WP_011070777.1, WP_011071144.1, WP_011073357.1	WP_275942934.1
OG0000017	Geobacter sulfurreducens PCA	WP_011070777.1, WP_011071144.1, WP_011073357.1	WP_049786599.1, WP_010942420.1, WP_010942421.1
OG0000017	Desulfocapsa_06_corrosive	WP_011070777.1, WP_011071144.1, WP_011073357.1	Utg323990_193, Utg323990_194, Utg323180_486
OG0000017	Desulfotalea psychrophila LSv54	WP_011070777.1, WP_011071144.1, WP_011073357.1	WP_011188693.1
OG0000017	Desulforhopalus vacuolatus DSM 9700	WP_011070777.1, WP_011071144.1, WP_011073357.1	WP_205218243.1, WP_275888989.1, WP_275888990.1, WP_275889003.1
OG0000017	Acidithiobacillus ferrooxidans YNTRS-40	WP_011070777.1, WP_011071144.1, WP_011073357.1	WP_012536124.1
OG0000017	Desulfovibrio ferrophilus IS5	WP_011073454.1, WP_011073854.1, WP_011073556.1, WP_011073807.1, WP_011071407.1, WP_011073808.1	WP_126378688.1, WP_232034745.1
OG0000017	Desulfocapsa_13_biocide	WP_011073454.1, WP_011073854.1, WP_011073556.1, WP_011073807.1, WP_011071407.1, WP_011073808.1	Utg859388_110, Utg859388_121
OG0000018	Desulfosediminicola flagellatus IMCC35005	WP_011073068.1	WP_136805342.1, WP_136808685.1, WP_136806347.1, WP_136808506.1, WP_136810861.1, WP_167505931.1, WP_136805349.1, WP_136806944.1
OG0000018	Desulfotalea psychrophila LSv54	WP_011073068.1	WP_162096611.1, WP_011189821.1, WP_011187258.1
OG0000018	Desulfovibrio ferrophilus IS5	WP_011073068.1	WP_232034885.1, WP_126378455.1, WP_126380143.1
OG0000018	Desulfovibrio vulgaris DP4	WP_011073068.1	WP_011791583.1, WP_011792832.1, WP_011793148.1, WP_011787361.1, WP_011793112.1
OG0000018	Geobacter sulfurreducens PCA	WP_011073068.1	WP_010942615.1, WP_010941284.1, WP_010942606.1, WP_010942605.1, WP_235045001.1, WP_235044879.1, WP_010942157.1, WP_010944069.1
OG0000018	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073068.1	WP_012536801.1
OG0000018	Desulfosediminicola ganghwensis IMCC35004	WP_011073068.1	WP_136799912.1, WP_136795787.1, WP_136799915.1, WP_136798307.1, WP_167495927.1, WP_136799759.1
OG0000018	Desulforhopalus vacuolatus DSM 9700	WP_011073068.1	WP_205218117.1, WP_205219840.1
OG0000018	Desulfocapsa_13_biocide	WP_011073068.1	Utg859098_213, Utg860006_167, Utg859098_43, Utg860006_169
OG0000018	Desulfocapsa_06_corrosive	WP_011073068.1	Utg323152_201
OG0000018	Desulfocapsa sulfexigens DSM 10523	WP_011073068.1	WP_015405040.1, WP_015405587.1, WP_015404684.1, WP_228130074.1, WP_015404241.1
OG0000019	Desulfovibrio ferrophilus IS5	WP_011071727.1	WP_126380934.1
OG0000019	Desulfovibrio vulgaris DP4	WP_011071727.1	WP_010938382.1
OG0000019	Geobacter sulfurreducens PCA	WP_011071727.1	WP_010941763.1
OG0000019	Desulforhopalus vacuolatus DSM 9700	WP_011071727.1	WP_205217874.1
OG0000019	Desulfotalea psychrophila LSv54	WP_011071727.1	WP_011189126.1
OG0000019	Desulfosediminicola ganghwensis IMCC35004	WP_011071727.1	WP_136796978.1
OG0000019	Desulfosediminicola flagellatus IMCC35005	WP_011071727.1	WP_136810058.1
OG0000019	Desulfocapsa sulfexigens DSM 10523	WP_011071727.1	WP_015403161.1
OG0000019	Desulfocapsa_13_biocide	WP_011071727.1	Utg864866_31
OG0000019	Desulfocapsa_06_corrosive	WP_011071727.1	Utg323140_131
OG0000019	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071727.1	WP_012536513.1
OG0000019	Desulfosediminicola flagellatus IMCC35005	WP_011074040.1	WP_136806103.1, WP_136810512.1, WP_136810372.1
OG0000019	Desulfocapsa_06_corrosive	WP_011074040.1	Utg323300_146
OG0000019	Geobacter sulfurreducens PCA	WP_011074040.1	WP_010942524.1
OG0000019	Desulfosediminicola ganghwensis IMCC35004	WP_011074105.1	WP_228721469.1
OG0000019	Desulfovibrio ferrophilus IS5	WP_011074105.1	WP_232034874.1
OG0000019	Desulfocapsa sulfexigens DSM 10523	WP_011074105.1	WP_015403047.1
OG0000019	Desulfocapsa_13_biocide	WP_011074105.1	Utg859076_43
