Orthogroup	Species	Desulforhopalus vacuolatus DSM 9700	Orthologs
OG0000009	Shewanella oneidensis MR-1	WP_240192111.1	WP_011071150.1, WP_011073726.1
OG0000009	Desulfocapsa sulfexigens DSM 10523	WP_240192111.1	WP_015405657.1
OG0000009	Desulfocapsa_13_biocide	WP_240192111.1	Utg860814_183
OG0000009	Desulfotalea psychrophila LSv54	WP_240192111.1	WP_011188127.1
OG0000009	Desulfotalea psychrophila LSv54	WP_205217584.1, WP_240192132.1	WP_049785091.1
OG0000009	Desulfosediminicola ganghwensis IMCC35004	WP_205217584.1, WP_240192132.1	WP_136796828.1
OG0000009	Desulfovibrio ferrophilus IS5	WP_205217584.1, WP_240192132.1	WP_126376614.1
OG0000009	Shewanella oneidensis MR-1	WP_205217584.1, WP_240192132.1	WP_164925773.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_205217584.1	WP_136806688.1, WP_136809487.1
OG0000009	Desulfocapsa_06_corrosive	WP_205217584.1	Utg323140_138, Utg323392_3
OG0000009	Desulfocapsa_13_biocide	WP_205217584.1	Utg864866_20
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_240192132.1	WP_167505902.1
OG0000010	Geobacter sulfurreducens PCA	WP_205219586.1	WP_010942493.1, WP_010942893.1, WP_010942620.1, WP_010942158.1, WP_010942601.1, WP_235044891.1, WP_010941657.1
OG0000010	Desulfocapsa sulfexigens DSM 10523	WP_205219586.1	WP_015404239.1, WP_153304882.1, WP_015404680.1, WP_015404224.1, WP_167320737.1, WP_015404221.1, WP_015404682.1
OG0000010	Desulfosediminicola flagellatus IMCC35005	WP_205219586.1	WP_136809831.1, WP_136808438.1, WP_136808682.1, WP_136807956.1, WP_136809828.1, WP_136805073.1, WP_136807955.1, WP_136805343.1, WP_136810734.1, WP_136810733.1, WP_167506104.1, WP_217909528.1
OG0000010	Desulfocapsa_06_corrosive	WP_205219586.1	Utg323316_272, Utg323316_267, Utg323316_264, Utg323990_20, Utg323316_270, Utg323074_203
OG0000010	Desulfovibrio ferrophilus IS5	WP_205219586.1	WP_126380086.1, WP_172961677.1, WP_172961672.1, WP_126377455.1, WP_126380060.1, WP_232034795.1, WP_126380611.1, WP_126377453.1, WP_172961742.1, WP_126375855.1
OG0000010	Desulfocapsa_13_biocide	WP_205219586.1	Utg857046_180, Utg857046_174, Utg859236_8
OG0000010	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219586.1	WP_009561151.1, WP_012536238.1, WP_009563479.1
OG0000010	Desulfovibrio vulgaris DP4	WP_205219586.1	WP_011792555.1, WP_011787335.1, WP_011791455.1, WP_011787338.1, WP_011792212.1, WP_011792554.1, WP_011791544.1, WP_010937635.1
OG0000010	Desulfosediminicola ganghwensis IMCC35004	WP_205219586.1	WP_136799911.1, WP_136795772.1
OG0000010	Desulfotalea psychrophila LSv54	WP_205219586.1	WP_011190434.1, WP_011187276.1
OG0000010	Shewanella oneidensis MR-1	WP_205219586.1	WP_011073061.1
OG0000011	Shewanella oneidensis MR-1	WP_205219955.1, WP_205219423.1, WP_205219705.1, WP_205219709.1, WP_240191925.1, WP_205220094.1, WP_205217300.1	WP_011073029.1
OG0000011	Desulfocapsa sulfexigens DSM 10523	WP_205219955.1	WP_015403675.1
OG0000011	Desulfocapsa_13_biocide	WP_205219955.1	Utg860814_134
OG0000011	Desulfocapsa_06_corrosive	WP_205219955.1	Utg323180_549
OG0000011	Desulfotalea psychrophila LSv54	WP_205219955.1	WP_011188428.1, WP_011187691.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_205219955.1	WP_136806782.1, WP_136810628.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_205219955.1	WP_136796520.1, WP_136796063.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_205219423.1	WP_136799658.1
OG0000011	Geobacter sulfurreducens PCA	WP_205219423.1	WP_010942699.1
OG0000011	Desulfovibrio ferrophilus IS5	WP_205219423.1	WP_126381100.1, WP_126380384.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_205219705.1, WP_205219709.1	WP_136808936.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_205219705.1, WP_205219709.1	WP_136797104.1
OG0000011	Desulfotalea psychrophila LSv54	WP_205219705.1, WP_205219709.1	WP_011188598.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_240191925.1	WP_136798870.1
OG0000011	Desulfocapsa_13_biocide	WP_240191925.1	Utg857046_16
OG0000011	Desulfotalea psychrophila LSv54	WP_205220094.1	WP_011190294.1
OG0000011	Desulfovibrio vulgaris DP4	WP_205220094.1	WP_011791648.1
OG0000011	Desulfocapsa_13_biocide	WP_205220094.1	Utg859982_61
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_205220094.1	WP_228723280.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_205220094.1	WP_167495681.1
OG0000011	Desulfocapsa_13_biocide	WP_205217300.1	Utg857682_167
OG0000011	Desulfovibrio ferrophilus IS5	WP_205217300.1	WP_126380793.1
OG0000011	Desulfosediminicola ganghwensis IMCC35004	WP_205217300.1	WP_136798603.1, WP_136798211.1, WP_217907688.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_205217300.1	WP_136810666.1, WP_136810070.1, WP_217909606.1
OG0000012	Desulfovibrio vulgaris DP4	WP_205218963.1	WP_011791325.1
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_205218963.1	WP_167506099.1
OG0000012	Desulfosediminicola ganghwensis IMCC35004	WP_205218963.1	WP_136799858.1
OG0000012	Desulfocapsa_13_biocide	WP_205218963.1	Utg859388_126
OG0000012	Desulfocapsa_06_corrosive	WP_205218963.1	Utg323392_111
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_205218963.1	WP_015405394.1
OG0000012	Desulfotalea psychrophila LSv54	WP_205218963.1	WP_041278033.1
OG0000012	Desulfovibrio vulgaris DP4	WP_205217637.1	WP_011791433.1
OG0000012	Desulfovibrio ferrophilus IS5	WP_205217637.1	WP_232034787.1
OG0000012	Desulfotalea psychrophila LSv54	WP_205217637.1	WP_156792326.1
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_205217637.1	WP_228130022.1
OG0000012	Desulfocapsa_06_corrosive	WP_205217637.1	Utg323632_113
OG0000012	Desulfocapsa_13_biocide	WP_205217637.1	Utg858432_54
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_205217637.1	WP_136805114.1
OG0000012	Desulfosediminicola ganghwensis IMCC35004	WP_205217637.1	WP_228721381.1
OG0000012	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218774.1	WP_233459585.1
OG0000012	Desulfocapsa_06_corrosive	WP_205218774.1	Utg323160_104
OG0000012	Geobacter sulfurreducens PCA	WP_205218774.1	WP_010943547.1
OG0000013	Geobacter sulfurreducens PCA	WP_240191996.1, WP_205218303.1, WP_205218476.1, WP_205218471.1	WP_010941970.1, WP_010941778.1
OG0000013	Desulfovibrio vulgaris DP4	WP_240191996.1, WP_205218303.1	WP_010937456.1
OG0000013	Desulfovibrio ferrophilus IS5	WP_240191996.1	WP_232034900.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_240191996.1	WP_136806862.1
OG0000013	Desulfocapsa_13_biocide	WP_240191996.1	Utg860814_26
OG0000013	Desulfocapsa_06_corrosive	WP_240191996.1	Utg323180_446
OG0000013	Desulfovibrio ferrophilus IS5	WP_205218303.1	WP_126378023.1
OG0000013	Desulfocapsa_13_biocide	WP_205218303.1	Utg860814_31
OG0000013	Desulfocapsa_06_corrosive	WP_205218303.1	Utg323180_450
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_205218303.1	WP_136806858.1
OG0000013	Desulfovibrio vulgaris DP4	WP_205218476.1	WP_010937451.1
OG0000013	Desulfovibrio ferrophilus IS5	WP_205218476.1	WP_126376569.1, WP_126379729.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_205218476.1	WP_217909556.1, WP_136810308.1
OG0000013	Desulfosediminicola ganghwensis IMCC35004	WP_205218476.1	WP_228721392.1, WP_136799928.1
OG0000013	Desulfotalea psychrophila LSv54	WP_205218476.1	WP_011188729.1
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_205218476.1	WP_015404193.1
OG0000013	Desulfocapsa_06_corrosive	WP_205218476.1	Utg323140_219
OG0000013	Desulfovibrio ferrophilus IS5	WP_205218471.1	WP_126376573.1
OG0000013	Desulfotalea psychrophila LSv54	WP_205218471.1	WP_011188732.1
OG0000013	Desulfosediminicola ganghwensis IMCC35004	WP_205218471.1	WP_136797029.1, WP_136799932.1, WP_136797031.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_205218471.1	WP_136810262.1, WP_136810302.1, WP_136810264.1
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_205218471.1	WP_015404186.1
OG0000013	Desulfocapsa_06_corrosive	WP_205218471.1	Utg323140_226
OG0000014	Desulfocapsa_06_corrosive	WP_205219172.1	Utg323392_110
OG0000014	Desulfovibrio vulgaris DP4	WP_205219172.1	WP_010939857.1
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219172.1	WP_012607383.1, WP_009567373.1, WP_012535790.1
OG0000014	Shewanella oneidensis MR-1	WP_205219172.1	WP_011074106.1, WP_011073413.1, WP_011074228.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_205219172.1	WP_176360024.1, WP_136795895.1
OG0000014	Desulfovibrio ferrophilus IS5	WP_205219172.1	WP_126377105.1, WP_126380551.1
OG0000014	Desulfocapsa_13_biocide	WP_205219172.1	Utg859076_41, Utg857994_28
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_205219172.1	WP_015403048.1
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218288.1	WP_009561490.1, WP_012607578.1
OG0000014	Desulfocapsa_13_biocide	WP_205218288.1	Utg857682_136
OG0000014	Geobacter sulfurreducens PCA	WP_205218288.1	WP_010943740.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_205218288.1	WP_136795319.1, WP_167495771.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_205218288.1	WP_136808146.1, WP_136808979.1
OG0000014	Desulfocapsa_06_corrosive	WP_205218288.1	Utg323262_128
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219411.1	WP_012536921.1
OG0000014	Geobacter sulfurreducens PCA	WP_205219411.1	WP_010941119.1, WP_010943578.1
OG0000014	Shewanella oneidensis MR-1	WP_205219411.1	WP_011074069.1
OG0000014	Desulfocapsa_06_corrosive	WP_205219411.1	Utg324810_58
OG0000014	Desulfocapsa_13_biocide	WP_205219411.1	Utg861744_121, Utg861744_120
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_205219411.1	WP_015403432.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_205219411.1	WP_136808641.1
OG0000014	Desulfosediminicola ganghwensis IMCC35004	WP_205219411.1	WP_136795451.1
OG0000014	Desulfotalea psychrophila LSv54	WP_205219411.1	WP_083818925.1
OG0000015	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217767.1	WP_009564938.1
OG0000015	Geobacter sulfurreducens PCA	WP_205217767.1	WP_010943443.1
OG0000015	Shewanella oneidensis MR-1	WP_205217767.1	WP_011072514.1
OG0000015	Desulfotalea psychrophila LSv54	WP_205217767.1	WP_041277718.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_205217767.1	WP_136806902.1
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_205217767.1	WP_136798539.1
OG0000015	Desulfocapsa sulfexigens DSM 10523	WP_205217767.1	WP_015404994.1, WP_015405754.1
OG0000015	Desulfocapsa_13_biocide	WP_205217767.1	Utg859388_25, Utg862138_18
OG0000015	Desulfocapsa_06_corrosive	WP_205217767.1	Utg323392_212, Utg323632_27
OG0000015	Geobacter sulfurreducens PCA	WP_205218648.1	WP_010943159.1
OG0000015	Desulfocapsa_06_corrosive	WP_205218648.1	Utg323140_90
OG0000015	Desulfocapsa_13_biocide	WP_205218648.1	Utg864866_65
OG0000015	Desulfocapsa sulfexigens DSM 10523	WP_205218648.1	WP_015403214.1
OG0000015	Desulfovibrio ferrophilus IS5	WP_205218648.1	WP_126376089.1
OG0000015	Desulfovibrio vulgaris DP4	WP_205218648.1	WP_011792453.1
OG0000015	Desulfotalea psychrophila LSv54	WP_205218648.1	WP_228130190.1
OG0000015	Desulfosediminicola flagellatus IMCC35005	WP_205218648.1	WP_228723428.1
OG0000015	Desulfosediminicola ganghwensis IMCC35004	WP_205218648.1	WP_228721502.1
OG0000017	Shewanella oneidensis MR-1	WP_205220326.1, WP_205219770.1	WP_011071143.1
OG0000017	Geobacter sulfurreducens PCA	WP_205220326.1, WP_205219770.1	WP_010942680.1
OG0000017	Acidithiobacillus ferrooxidans YNTRS-40	WP_205220326.1, WP_205219770.1	WP_012536473.1
OG0000017	Desulfosediminicola flagellatus IMCC35005	WP_205220326.1	WP_136808412.1, WP_176371602.1, WP_136808421.1, WP_136807419.1, WP_136809354.1
OG0000017	Desulfosediminicola ganghwensis IMCC35004	WP_205220326.1	WP_167495642.1, WP_136796609.1
OG0000017	Desulfocapsa_06_corrosive	WP_205220326.1	Utg323990_184
OG0000017	Desulfocapsa_13_biocide	WP_205220326.1	Utg860006_13, Utg860006_18
OG0000017	Desulfotalea psychrophila LSv54	WP_205220326.1	WP_011188698.1
OG0000017	Desulfosediminicola flagellatus IMCC35005	WP_205219770.1	WP_136808420.1
OG0000017	Shewanella oneidensis MR-1	WP_205218243.1, WP_275888989.1, WP_275888990.1, WP_275889003.1	WP_011070777.1, WP_011071144.1, WP_011073357.1
OG0000017	Desulfosediminicola flagellatus IMCC35005	WP_205218243.1, WP_275888989.1, WP_275888990.1	WP_136808428.1
OG0000017	Desulfotalea psychrophila LSv54	WP_205218243.1, WP_275888989.1, WP_275888990.1	WP_011188693.1
OG0000017	Desulfocapsa_06_corrosive	WP_205218243.1, WP_275888989.1	Utg323990_194
OG0000017	Acidithiobacillus ferrooxidans YNTRS-40	WP_275888990.1	WP_012536124.1
OG0000017	Geobacter sulfurreducens PCA	WP_275889003.1	WP_010942420.1, WP_010942421.1
OG0000017	Desulfocapsa_06_corrosive	WP_275889003.1	Utg323180_486
OG0000017	Desulfosediminicola flagellatus IMCC35005	WP_275889003.1	WP_136809551.1, WP_136805229.1
OG0000018	Shewanella oneidensis MR-1	WP_205218117.1, WP_205219840.1	WP_011073068.1
OG0000018	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218117.1, WP_205219840.1	WP_012536801.1
OG0000018	Desulfovibrio vulgaris DP4	WP_205218117.1	WP_011787361.1
OG0000018	Desulfocapsa_13_biocide	WP_205218117.1	Utg859098_213
OG0000018	Desulfocapsa_06_corrosive	WP_205218117.1	Utg323152_201
OG0000018	Desulfocapsa sulfexigens DSM 10523	WP_205218117.1	WP_015405040.1
OG0000018	Desulfotalea psychrophila LSv54	WP_205218117.1	WP_011189821.1
OG0000018	Desulfosediminicola ganghwensis IMCC35004	WP_205218117.1	WP_136795787.1
OG0000018	Desulfosediminicola flagellatus IMCC35005	WP_205218117.1	WP_136806347.1
OG0000018	Desulfocapsa_13_biocide	WP_205219840.1	Utg860006_167
OG0000018	Desulfosediminicola flagellatus IMCC35005	WP_205219840.1	WP_136808506.1
OG0000018	Desulfosediminicola ganghwensis IMCC35004	WP_205219840.1	WP_136798307.1
OG0000018	Desulfocapsa sulfexigens DSM 10523	WP_205219840.1	WP_015404684.1
OG0000019	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217874.1	WP_012536513.1
OG0000019	Shewanella oneidensis MR-1	WP_205217874.1	WP_011071727.1
OG0000019	Desulfovibrio ferrophilus IS5	WP_205217874.1	WP_126380934.1
OG0000019	Desulfovibrio vulgaris DP4	WP_205217874.1	WP_010938382.1
OG0000019	Geobacter sulfurreducens PCA	WP_205217874.1	WP_010941763.1
OG0000019	Desulfocapsa sulfexigens DSM 10523	WP_205217874.1	WP_015403161.1
OG0000019	Desulfocapsa_13_biocide	WP_205217874.1	Utg864866_31
OG0000019	Desulfocapsa_06_corrosive	WP_205217874.1	Utg323140_131
OG0000019	Desulfotalea psychrophila LSv54	WP_205217874.1	WP_011189126.1
OG0000019	Desulfosediminicola ganghwensis IMCC35004	WP_205217874.1	WP_136796978.1
OG0000019	Desulfosediminicola flagellatus IMCC35005	WP_205217874.1	WP_136810058.1
OG0000019	Desulfovibrio ferrophilus IS5	WP_205219173.1	WP_126380549.1
OG0000019	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219173.1	WP_009566809.1
OG0000019	Shewanella oneidensis MR-1	WP_205219173.1	WP_011071456.1, WP_007644695.1
OG0000019	Desulfocapsa_13_biocide	WP_205218289.1	Utg857682_135
OG0000019	Geobacter sulfurreducens PCA	WP_205218289.1	WP_010943739.1
OG0000019	Desulfosediminicola ganghwensis IMCC35004	WP_205218289.1	WP_136795318.1, WP_136797551.1
OG0000019	Desulfosediminicola flagellatus IMCC35005	WP_205218289.1	WP_136808145.1, WP_217909488.1
OG0000019	Desulfocapsa_06_corrosive	WP_205218289.1	Utg323262_127
OG0000020	Desulfovibrio ferrophilus IS5	WP_205217884.1	WP_126375608.1
OG0000020	Shewanella oneidensis MR-1	WP_205217884.1	WP_011070833.1
OG0000020	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217884.1	WP_012537033.1
OG0000020	Desulfocapsa sulfexigens DSM 10523	WP_205217884.1	WP_015405231.1, WP_015404437.1, WP_015405244.1
OG0000020	Desulfocapsa_06_corrosive	WP_205217884.1	Utg323152_283, Utg323632_271, Utg323152_268
OG0000020	Desulfocapsa_13_biocide	WP_205217884.1	Utg859098_133, Utg866558_48, Utg859098_147
OG0000020	Desulfosediminicola ganghwensis IMCC35004	WP_205217884.1	WP_136796993.1
OG0000020	Desulfosediminicola flagellatus IMCC35005	WP_205217884.1	WP_136810213.1
OG0000021	Shewanella oneidensis MR-1	WP_205218466.1	WP_011071922.1
OG0000021	Desulfovibrio vulgaris DP4	WP_205218466.1	WP_010937476.1
OG0000021	Desulfovibrio ferrophilus IS5	WP_205218466.1	WP_126379862.1
OG0000021	Desulfotalea psychrophila LSv54	WP_205218466.1	WP_011187396.1
OG0000021	Shewanella oneidensis MR-1	WP_240191977.1, WP_205218500.1, WP_205218098.1	WP_011071923.1
OG0000021	Desulfotalea psychrophila LSv54	WP_240191977.1	WP_011188418.1
OG0000021	Desulfosediminicola ganghwensis IMCC35004	WP_205218500.1	WP_136797285.1, WP_136796275.1
OG0000021	Geobacter sulfurreducens PCA	WP_205218500.1	WP_010943261.1
OG0000021	Desulfovibrio ferrophilus IS5	WP_205218500.1	WP_126379959.1, WP_126381453.1
OG0000021	Desulfovibrio vulgaris DP4	WP_205218500.1	WP_010937477.1
OG0000021	Desulfotalea psychrophila LSv54	WP_205218500.1	WP_011187395.1
OG0000021	Desulfosediminicola ganghwensis IMCC35004	WP_205218098.1	WP_136799341.1, WP_136799170.1
OG0000021	Desulfosediminicola flagellatus IMCC35005	WP_205218098.1	WP_136809332.1, WP_136808856.1
OG0000021	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218098.1	WP_012537526.1
OG0000021	Desulfotalea psychrophila LSv54	WP_205218098.1	WP_011188419.1
OG0000022	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218149.1, WP_205219460.1	WP_009564993.1
OG0000022	Shewanella oneidensis MR-1	WP_205218149.1	WP_011071803.1, WP_011072720.1
OG0000022	Geobacter sulfurreducens PCA	WP_205218149.1	WP_010942550.1, WP_010941573.1, WP_010941244.1, WP_010940866.1, WP_010940882.1
OG0000022	Desulfocapsa_13_biocide	WP_205218149.1	Utg859236_119
OG0000022	Desulfosediminicola flagellatus IMCC35005	WP_205218149.1	WP_136806296.1
OG0000022	Desulfosediminicola ganghwensis IMCC35004	WP_205218149.1	WP_136795837.1
OG0000022	Desulfotalea psychrophila LSv54	WP_205218149.1	WP_011189441.1
OG0000022	Shewanella oneidensis MR-1	WP_205219460.1	WP_011072576.1, WP_011071867.1, WP_011071042.1
OG0000022	Desulfovibrio vulgaris DP4	WP_205219460.1	WP_011791894.1, WP_043629373.1
OG0000022	Desulfotalea psychrophila LSv54	WP_205219460.1	WP_011187482.1
OG0000022	Desulfosediminicola flagellatus IMCC35005	WP_205219460.1	WP_136810453.1
OG0000023	Geobacter sulfurreducens PCA	WP_205217319.1	WP_045667546.1
OG0000023	Desulfocapsa sulfexigens DSM 10523	WP_205217319.1	WP_015402850.1
OG0000023	Desulfosediminicola flagellatus IMCC35005	WP_205217319.1	WP_136806588.1
OG0000023	Desulfosediminicola ganghwensis IMCC35004	WP_205217319.1	WP_136796827.1
OG0000024	Desulfovibrio vulgaris DP4	WP_205218703.1	WP_010940347.1
OG0000024	Desulfovibrio ferrophilus IS5	WP_205218703.1	WP_126381489.1
OG0000024	Shewanella oneidensis MR-1	WP_205218703.1	WP_011071179.1
OG0000024	Geobacter sulfurreducens PCA	WP_205218703.1	WP_010940864.1
OG0000024	Desulfosediminicola flagellatus IMCC35005	WP_205218703.1	WP_136810309.1
OG0000024	Desulfosediminicola ganghwensis IMCC35004	WP_205218703.1	WP_136797387.1
OG0000024	Desulfocapsa_06_corrosive	WP_205218703.1	Utg323074_45
OG0000024	Desulfotalea psychrophila LSv54	WP_205218703.1	WP_011189217.1
OG0000024	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218933.1	WP_012536512.1
OG0000024	Desulfosediminicola flagellatus IMCC35005	WP_205218933.1	WP_136806526.1
OG0000024	Desulfosediminicola ganghwensis IMCC35004	WP_205218933.1	WP_136798855.1
OG0000024	Geobacter sulfurreducens PCA	WP_205218933.1	WP_010941582.1
OG0000024	Desulfovibrio ferrophilus IS5	WP_205218933.1	WP_126380860.1
OG0000024	Desulfovibrio vulgaris DP4	WP_205218933.1	WP_011792124.1
OG0000024	Desulfocapsa sulfexigens DSM 10523	WP_205218933.1	WP_015402645.1
OG0000026	Desulfosediminicola flagellatus IMCC35005	WP_205218231.1	WP_217909501.1
OG0000026	Desulfosediminicola ganghwensis IMCC35004	WP_205218231.1	WP_136795497.1
OG0000026	Desulfocapsa_13_biocide	WP_205218231.1	Utg864866_112
OG0000026	Desulfocapsa_06_corrosive	WP_205218231.1	Utg323140_43
OG0000026	Desulfocapsa sulfexigens DSM 10523	WP_205218231.1	WP_015403451.1
OG0000026	Geobacter sulfurreducens PCA	WP_240192012.1, WP_240191995.1	WP_010943263.1, WP_010941067.1
OG0000026	Shewanella oneidensis MR-1	WP_240192012.1	WP_006084975.1, WP_011070442.1
OG0000026	Acidithiobacillus ferrooxidans YNTRS-40	WP_240192012.1	WP_012536917.1, WP_012537155.1
OG0000026	Desulfotalea psychrophila LSv54	WP_240192012.1	WP_041278328.1
OG0000026	Desulfosediminicola flagellatus IMCC35005	WP_240192012.1	WP_136807998.1
OG0000026	Desulfosediminicola ganghwensis IMCC35004	WP_240192012.1	WP_136795158.1
OG0000026	Desulfocapsa sulfexigens DSM 10523	WP_240192012.1	WP_015403942.1
OG0000026	Desulfocapsa_06_corrosive	WP_240192012.1	Utg323300_371
OG0000026	Desulfocapsa_13_biocide	WP_240192012.1	Utg857152_94
OG0000026	Acidithiobacillus ferrooxidans YNTRS-40	WP_240191995.1	WP_012537308.1, WP_054608741.1
OG0000026	Desulfovibrio vulgaris DP4	WP_240191995.1	WP_010938934.1
OG0000026	Desulfovibrio ferrophilus IS5	WP_240191995.1	WP_126380889.1
OG0000026	Desulfotalea psychrophila LSv54	WP_240191995.1	WP_041277628.1
OG0000026	Desulfosediminicola ganghwensis IMCC35004	WP_240191995.1	WP_136796894.1
OG0000026	Desulfosediminicola flagellatus IMCC35005	WP_240191995.1	WP_136810287.1
OG0000027	Acidithiobacillus ferrooxidans YNTRS-40	WP_240192067.1	WP_012536289.1, WP_012536670.1
OG0000027	Desulfovibrio ferrophilus IS5	WP_240192067.1	WP_126376537.1, WP_126377878.1
OG0000027	Desulfovibrio vulgaris DP4	WP_240192067.1	WP_011791819.1, WP_011792816.1, WP_011791657.1
OG0000027	Desulfocapsa_06_corrosive	WP_240192067.1	Utg323180_189, Utg323300_117, Utg323300_118, Utg323392_80, Utg323392_79, Utg323180_188
