Orthogroup	Species	Acidithiobacillus ferrooxidans YNTRS-40	Orthologs
OG0000022	Desulfosediminicola ganghwensis IMCC35004	WP_009564993.1	WP_136799291.1, WP_136799316.1, WP_136795736.1, WP_136798856.1, WP_136795837.1, WP_136798804.1, WP_136796834.1
OG0000022	Desulfocapsa_06_corrosive	WP_009564993.1	Utg323152_194, Utg323180_278, Utg323392_113
OG0000022	Desulfocapsa_13_biocide	WP_009564993.1	Utg859098_220, Utg863716_101, Utg859236_119, Utg859388_124
OG0000022	Desulfotalea psychrophila LSv54	WP_009564993.1	WP_011189113.1, WP_011188176.1, WP_011188178.1, WP_011187607.1, WP_011188203.1, WP_011189441.1, WP_011187482.1
OG0000022	Desulfocapsa sulfexigens DSM 10523	WP_009564993.1	WP_015402646.1, WP_015405396.1
OG0000022	Desulforhopalus vacuolatus DSM 9700	WP_009564993.1	WP_205218149.1, WP_205219460.1
OG0000022	Desulfovibrio vulgaris DP4	WP_009564993.1	WP_011791894.1, WP_043629373.1
OG0000023	Desulfosediminicola flagellatus IMCC35005	WP_012536407.1	WP_153307132.1
OG0000023	Shewanella oneidensis MR-1	WP_012536407.1	WP_011072287.1
OG0000023	Desulfovibrio ferrophilus IS5	WP_012536407.1	WP_172961785.1
OG0000023	Geobacter sulfurreducens PCA	WP_009569199.1	WP_010943810.1
OG0000023	Desulfosediminicola flagellatus IMCC35005	WP_009567699.1	WP_136808182.1, WP_136809089.1, WP_136808678.1
OG0000023	Desulfocapsa_06_corrosive	WP_009567699.1	Utg323392_65, Utg323180_593
OG0000023	Desulfocapsa_13_biocide	WP_009567699.1	Utg859388_168
OG0000023	Geobacter sulfurreducens PCA	WP_009567699.1	WP_010941206.1
OG0000023	Desulfotalea psychrophila LSv54	WP_009567699.1	WP_041277852.1
OG0000023	Desulfosediminicola ganghwensis IMCC35004	WP_009567699.1	WP_073616346.1
OG0000024	Desulfovibrio ferrophilus IS5	WP_012536221.1	WP_126375630.1
OG0000024	Desulfocapsa sulfexigens DSM 10523	WP_012536221.1	WP_015405350.1
OG0000024	Desulfovibrio vulgaris DP4	WP_012536221.1	WP_011791375.1
OG0000024	Desulfotalea psychrophila LSv54	WP_012536221.1	WP_011188931.1
OG0000024	Shewanella oneidensis MR-1	WP_012536221.1	WP_011073749.1
OG0000024	Desulfocapsa_13_biocide	WP_012536221.1	Utg863716_104
OG0000024	Desulfocapsa_06_corrosive	WP_012536221.1	Utg323180_286
OG0000024	Desulfosediminicola flagellatus IMCC35005	WP_012536221.1	WP_136810505.1
OG0000024	Desulfosediminicola ganghwensis IMCC35004	WP_012536221.1	WP_136796326.1
OG0000024	Geobacter sulfurreducens PCA	WP_012536512.1	WP_010941159.1, WP_010941582.1
OG0000024	Shewanella oneidensis MR-1	WP_012536512.1	WP_011071227.1, WP_011072757.1, WP_011073255.1, WP_011071592.1, WP_011071684.1, WP_011073021.1, WP_011071370.1, WP_011072523.1, WP_011073558.1
OG0000024	Desulfovibrio ferrophilus IS5	WP_012536512.1	WP_126380860.1
OG0000024	Desulfovibrio vulgaris DP4	WP_012536512.1	WP_011792124.1
OG0000024	Desulfocapsa sulfexigens DSM 10523	WP_012536512.1	WP_015402645.1, WP_015402478.1, WP_015403732.1
OG0000024	Desulforhopalus vacuolatus DSM 9700	WP_012536512.1	WP_205218933.1
OG0000024	Desulfocapsa_13_biocide	WP_012536512.1	Utg859098_279
OG0000024	Desulfocapsa_06_corrosive	WP_012536512.1	Utg323152_134
OG0000024	Desulfosediminicola flagellatus IMCC35005	WP_012536512.1	WP_136806526.1, WP_136810451.1
OG0000024	Desulfosediminicola ganghwensis IMCC35004	WP_012536512.1	WP_136798855.1, WP_136796891.1
OG0000024	Desulfotalea psychrophila LSv54	WP_012536512.1	WP_011188654.1, WP_011188179.1
OG0000026	Desulfovibrio vulgaris DP4	WP_054608867.1	WP_010940054.1
OG0000026	Desulfovibrio ferrophilus IS5	WP_054608867.1	WP_126379565.1
OG0000026	Geobacter sulfurreducens PCA	WP_054608867.1	WP_010942793.1
OG0000026	Desulfocapsa sulfexigens DSM 10523	WP_054608867.1	WP_015403738.1
OG0000026	Desulfocapsa_06_corrosive	WP_054608867.1	Utg323300_169
OG0000026	Desulfosediminicola flagellatus IMCC35005	WP_054608867.1	WP_136806848.1
OG0000026	Desulfosediminicola ganghwensis IMCC35004	WP_054608867.1	WP_136799106.1
OG0000026	Geobacter sulfurreducens PCA	WP_012536917.1, WP_012537155.1, WP_012537435.1, WP_226837036.1, WP_012537308.1, WP_054608741.1	WP_010943263.1, WP_010941067.1
OG0000026	Shewanella oneidensis MR-1	WP_012536917.1, WP_012537155.1	WP_006084975.1, WP_011070442.1
OG0000026	Desulfosediminicola flagellatus IMCC35005	WP_012536917.1, WP_012537155.1	WP_136807998.1
OG0000026	Desulfosediminicola ganghwensis IMCC35004	WP_012536917.1, WP_012537155.1	WP_136795158.1
OG0000026	Desulfocapsa sulfexigens DSM 10523	WP_012536917.1, WP_012537155.1	WP_015403942.1
OG0000026	Desulfocapsa_06_corrosive	WP_012536917.1, WP_012537155.1	Utg323300_371
OG0000026	Desulfocapsa_13_biocide	WP_012536917.1, WP_012537155.1	Utg857152_94
OG0000026	Desulforhopalus vacuolatus DSM 9700	WP_012536917.1, WP_012537155.1	WP_240192012.1
OG0000026	Desulfotalea psychrophila LSv54	WP_012536917.1, WP_012537155.1	WP_041278328.1
OG0000026	Shewanella oneidensis MR-1	WP_012537435.1, WP_226837036.1	WP_164925607.1
OG0000026	Desulfovibrio ferrophilus IS5	WP_012537435.1, WP_226837036.1	WP_126379060.1
OG0000026	Desulfovibrio vulgaris DP4	WP_012537308.1, WP_054608741.1	WP_010938934.1
OG0000026	Desulfotalea psychrophila LSv54	WP_012537308.1, WP_054608741.1	WP_041277628.1
OG0000026	Desulfosediminicola ganghwensis IMCC35004	WP_012537308.1, WP_054608741.1	WP_136796894.1
OG0000026	Desulfosediminicola flagellatus IMCC35005	WP_012537308.1, WP_054608741.1	WP_136810287.1
OG0000026	Desulforhopalus vacuolatus DSM 9700	WP_012537308.1, WP_054608741.1	WP_240191995.1
OG0000026	Desulfovibrio ferrophilus IS5	WP_012537308.1, WP_054608741.1	WP_126380889.1
OG0000027	Desulforhopalus vacuolatus DSM 9700	WP_012536289.1, WP_012536670.1	WP_240192067.1
OG0000027	Geobacter sulfurreducens PCA	WP_012536289.1, WP_012536670.1	WP_010941441.1
OG0000027	Desulfovibrio ferrophilus IS5	WP_012536289.1, WP_012536670.1	WP_126376537.1, WP_126377878.1
OG0000027	Desulfovibrio vulgaris DP4	WP_012536289.1, WP_012536670.1	WP_011791819.1, WP_011792816.1, WP_011791657.1
OG0000027	Desulfocapsa_06_corrosive	WP_012536289.1, WP_012536670.1	Utg323180_189, Utg323300_117, Utg323300_118, Utg323392_80
OG0000027	Desulfocapsa_13_biocide	WP_012536289.1, WP_012536670.1	Utg863716_17, Utg857300_35, Utg857300_34, Utg857046_152, Utg857046_153
OG0000027	Desulfosediminicola ganghwensis IMCC35004	WP_012536289.1, WP_012536670.1	WP_136795589.1, WP_136796842.1
OG0000027	Desulfosediminicola flagellatus IMCC35005	WP_012536289.1, WP_012536670.1	WP_136809850.1, WP_136809710.1
OG0000027	Desulfocapsa sulfexigens DSM 10523	WP_012536289.1, WP_012536670.1	WP_083907219.1
OG0000027	Desulfotalea psychrophila LSv54	WP_012536289.1, WP_012536670.1	WP_011189010.1, WP_011190227.1
OG0000027	Shewanella oneidensis MR-1	WP_012536289.1, WP_012536670.1	WP_011074132.1, WP_011074128.1, WP_011070509.1
OG0000029	Desulfocapsa_13_biocide	WP_012537258.1	Utg859982_26
OG0000029	Desulfosediminicola ganghwensis IMCC35004	WP_012537258.1	WP_136796505.1
OG0000029	Desulfotalea psychrophila LSv54	WP_012537258.1	WP_011189114.1
OG0000029	Desulfovibrio vulgaris DP4	WP_012537258.1	WP_011792424.1
OG0000029	Desulfovibrio ferrophilus IS5	WP_012537258.1	WP_172961565.1
OG0000029	Geobacter sulfurreducens PCA	WP_009562958.1, WP_009564606.1	WP_010941173.1
OG0000029	Shewanella oneidensis MR-1	WP_009562958.1	WP_011070465.1
OG0000029	Shewanella oneidensis MR-1	WP_009564606.1	WP_011074263.1
OG0000029	Desulfosediminicola ganghwensis IMCC35004	WP_012536184.1	WP_136799144.1, WP_136797658.1, WP_136797424.1
OG0000029	Desulfosediminicola flagellatus IMCC35005	WP_012536184.1	WP_167505962.1, WP_136805378.1, WP_136805379.1, WP_136806817.1, WP_136805901.1
OG0000029	Desulfocapsa sulfexigens DSM 10523	WP_012536184.1	WP_015402451.1, WP_167320727.1, WP_052326975.1, WP_015403405.1
OG0000029	Desulfovibrio vulgaris DP4	WP_012536184.1	WP_010940296.1, WP_010939259.1
OG0000029	Desulfotalea psychrophila LSv54	WP_012536184.1	WP_265588603.1, WP_049785031.1
OG0000029	Desulforhopalus vacuolatus DSM 9700	WP_012536184.1	WP_205219870.1
OG0000029	Desulfovibrio ferrophilus IS5	WP_012536184.1	WP_126377624.1, WP_126378600.1
OG0000029	Desulfocapsa_06_corrosive	WP_012536184.1	Utg323300_179, Utg323300_178
OG0000029	Geobacter sulfurreducens PCA	WP_012536184.1	WP_010941066.1
OG0000030	Shewanella oneidensis MR-1	WP_012536529.1	WP_011071301.1
OG0000030	Desulfovibrio ferrophilus IS5	WP_012536529.1	WP_126378798.1, WP_126375863.1, WP_126376853.1, WP_232034763.1, WP_126376783.1, WP_126380627.1
OG0000030	Desulfosediminicola flagellatus IMCC35005	WP_012536529.1	WP_136810804.1, WP_217909491.1, WP_136805937.1
OG0000030	Geobacter sulfurreducens PCA	WP_012536529.1	WP_010941465.1, WP_010944016.1, WP_010943289.1
OG0000030	Desulfovibrio vulgaris DP4	WP_012536529.1	WP_011792490.1, WP_010938266.1, WP_011792766.1, WP_010937417.1, WP_010937694.1
OG0000030	Desulfocapsa sulfexigens DSM 10523	WP_012536529.1	WP_015403340.1, WP_228130041.1
OG0000030	Desulfocapsa_13_biocide	WP_012536529.1	Utg861744_16, Utg857994_103, Utg857152_237
OG0000030	Desulfocapsa_06_corrosive	WP_012536529.1	Utg323160_85, Utg323160_112
OG0000030	Desulforhopalus vacuolatus DSM 9700	WP_012536529.1	WP_205220225.1, WP_205218797.1, WP_205217848.1
OG0000030	Desulfosediminicola ganghwensis IMCC35004	WP_012536529.1	WP_136797137.1, WP_228721452.1, WP_136798406.1, WP_228721479.1, WP_136798597.1
OG0000030	Desulfotalea psychrophila LSv54	WP_012536529.1	WP_011188233.1, WP_011187333.1, WP_011189224.1, WP_011188801.1, WP_041277653.1
OG0000031	Desulfocapsa sulfexigens DSM 10523	WP_054608952.1	WP_015404265.1, WP_015405368.1, WP_015403311.1
OG0000031	Desulfocapsa_06_corrosive	WP_054608952.1	Utg323448_44, Utg323262_74, Utg323180_78, Utg323392_77, Utg323262_179
OG0000031	Desulfosediminicola ganghwensis IMCC35004	WP_054608952.1	WP_136798099.1, WP_136795993.1, WP_228721468.1, WP_153305575.1, WP_153305538.1, WP_136797822.1, WP_228721326.1, WP_136799053.1
OG0000031	Desulfosediminicola flagellatus IMCC35005	WP_054608952.1	WP_136810558.1, WP_217909589.1, WP_228723343.1, WP_153307109.1, WP_275942860.1, WP_136807346.1, WP_228723360.1, WP_136807833.1
OG0000031	Desulfocapsa_13_biocide	WP_054608952.1	Utg857490_1, Utg857076_58, Utg857152_167, Utg859388_158
OG0000031	Desulforhopalus vacuolatus DSM 9700	WP_054608952.1	WP_205217958.1
OG0000031	Desulfotalea psychrophila LSv54	WP_054608952.1	WP_041277675.1, WP_011188253.1
OG0000031	Desulfovibrio vulgaris DP4	WP_054608952.1	WP_011792678.1, WP_010939674.1
OG0000031	Desulfovibrio ferrophilus IS5	WP_054608952.1	WP_126379174.1, WP_126376771.1, WP_126379993.1, WP_126380000.1
OG0000031	Geobacter sulfurreducens PCA	WP_054608952.1	WP_010940767.1
OG0000033	Geobacter sulfurreducens PCA	WP_009565875.1	WP_010943225.1
OG0000033	Desulfotalea psychrophila LSv54	WP_009565875.1	WP_041277486.1
OG0000033	Desulfovibrio vulgaris DP4	WP_009565875.1	WP_011792395.1
OG0000033	Desulfovibrio ferrophilus IS5	WP_009565875.1	WP_232034906.1
OG0000033	Desulfosediminicola ganghwensis IMCC35004	WP_009565875.1	WP_167495906.1
OG0000033	Desulfosediminicola flagellatus IMCC35005	WP_009565875.1	WP_167505882.1
OG0000033	Desulforhopalus vacuolatus DSM 9700	WP_009565875.1	WP_205218725.1
OG0000033	Geobacter sulfurreducens PCA	WP_012537578.1, WP_012536825.1	WP_010943085.1
OG0000033	Desulfocapsa_13_biocide	WP_012537578.1, WP_012536825.1	Utg857682_66
OG0000033	Desulforhopalus vacuolatus DSM 9700	WP_012537578.1, WP_012536825.1	WP_205217574.1
OG0000033	Desulfosediminicola flagellatus IMCC35005	WP_012537578.1, WP_012536825.1	WP_136809799.1, WP_136806540.1
OG0000033	Desulfosediminicola ganghwensis IMCC35004	WP_012537578.1, WP_012536825.1	WP_136795667.1, WP_136796864.1
OG0000033	Shewanella oneidensis MR-1	WP_012537578.1, WP_012536825.1	WP_011070784.1
OG0000033	Geobacter sulfurreducens PCA	WP_054609086.1, WP_012607441.1	WP_010944034.1
OG0000033	Desulfovibrio vulgaris DP4	WP_012536110.1	WP_011792568.1
OG0000033	Desulfovibrio ferrophilus IS5	WP_012536110.1	WP_126380666.1
OG0000033	Desulfocapsa_06_corrosive	WP_012536110.1	Utg323140_147, Utg323140_146
OG0000033	Desulfocapsa_13_biocide	WP_012536110.1	Utg860814_171
OG0000033	Desulfocapsa sulfexigens DSM 10523	WP_012536110.1	WP_015403598.1
OG0000033	Desulfotalea psychrophila LSv54	WP_012536110.1	WP_011187749.1
OG0000033	Desulforhopalus vacuolatus DSM 9700	WP_012536110.1	WP_205219469.1
OG0000033	Geobacter sulfurreducens PCA	WP_012536110.1	WP_010941969.1
OG0000033	Desulfosediminicola ganghwensis IMCC35004	WP_012536110.1	WP_228721439.1, WP_136797800.1
OG0000033	Desulfosediminicola flagellatus IMCC35005	WP_012536110.1	WP_136809276.1, WP_136809001.1
OG0000033	Shewanella oneidensis MR-1	WP_012536110.1	WP_011074290.1
OG0000034	Geobacter sulfurreducens PCA	WP_012536817.1, WP_012535793.1	WP_010943409.1
OG0000034	Desulfotalea psychrophila LSv54	WP_012536817.1, WP_012535793.1	WP_011189363.1
OG0000034	Shewanella oneidensis MR-1	WP_012536817.1, WP_012535793.1	WP_011073987.1
OG0000034	Shewanella oneidensis MR-1	WP_012536972.1, WP_009566515.1	WP_011073735.1, WP_011073333.1, WP_011074281.1, WP_011072022.1
OG0000034	Desulfosediminicola ganghwensis IMCC35004	WP_012536972.1, WP_009566515.1	WP_136797474.1, WP_136798619.1, WP_136795709.1
OG0000034	Desulfovibrio vulgaris DP4	WP_012536972.1, WP_009566515.1	WP_010937372.1, WP_011791418.1, WP_011791654.1, WP_011792893.1
OG0000034	Desulfovibrio ferrophilus IS5	WP_012536972.1, WP_009566515.1	WP_269471682.1
OG0000034	Desulfocapsa sulfexigens DSM 10523	WP_012536972.1, WP_009566515.1	WP_015404767.1, WP_015403456.1
OG0000034	Desulfosediminicola flagellatus IMCC35005	WP_012536972.1, WP_009566515.1	WP_136808271.1, WP_136806199.1
OG0000034	Desulfocapsa_06_corrosive	WP_012536972.1, WP_009566515.1	Utg323392_186, Utg323392_187
OG0000034	Desulfocapsa_13_biocide	WP_012536972.1, WP_009566515.1	Utg859388_40, Utg859388_39, Utg859098_369
OG0000034	Desulforhopalus vacuolatus DSM 9700	WP_012536972.1, WP_009566515.1	WP_205218628.1
OG0000034	Desulfotalea psychrophila LSv54	WP_012536972.1, WP_009566515.1	WP_011188938.1
OG0000034	Geobacter sulfurreducens PCA	WP_012536972.1, WP_009566515.1	WP_010943334.1, WP_010942256.1, WP_010943302.1
OG0000037	Shewanella oneidensis MR-1	WP_225487349.1, WP_012536406.1, WP_225487644.1, WP_012606573.1, WP_009565786.1, WP_111122549.1, WP_009567088.1	WP_238560573.1
OG0000037	Desulfocapsa_13_biocide	WP_225487349.1, WP_012536406.1, WP_225487644.1, WP_012606573.1, WP_009565786.1	Utg857994_225, Utg859098_26, Utg857300_65, Utg857490_34, Utg857300_66
OG0000037	Desulfosediminicola flagellatus IMCC35005	WP_225487349.1, WP_012536406.1, WP_225487644.1, WP_012606573.1, WP_009565786.1	WP_136809409.1
OG0000037	Desulfovibrio vulgaris DP4	WP_225487349.1, WP_012536406.1, WP_225487644.1, WP_012606573.1, WP_009565786.1	WP_011787303.1
OG0000037	Desulforhopalus vacuolatus DSM 9700	WP_225487349.1, WP_012536406.1, WP_225487644.1, WP_012606573.1	WP_275889028.1
OG0000037	Desulforhopalus vacuolatus DSM 9700	WP_009565786.1	WP_205220283.1
OG0000037	Desulfocapsa_06_corrosive	WP_111122549.1	Utg323160_55, Utg323160_54, Utg323180_53, Utg323180_177
OG0000037	Desulforhopalus vacuolatus DSM 9700	WP_111122549.1	WP_275889032.1
OG0000037	Desulfotalea psychrophila LSv54	WP_111122549.1	WP_228130148.1, WP_011190364.1
OG0000037	Desulforhopalus vacuolatus DSM 9700	WP_009567088.1	WP_240192185.1
OG0000037	Desulfocapsa_13_biocide	WP_009567088.1	Utg858494_23
OG0000037	Desulfocapsa_06_corrosive	WP_009567088.1	Utg323180_533
OG0000038	Desulfovibrio vulgaris DP4	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_010939721.1, WP_010938341.1, WP_010938662.1
OG0000038	Desulforhopalus vacuolatus DSM 9700	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_205218672.1, WP_205219654.1, WP_205219655.1
OG0000038	Desulfotalea psychrophila LSv54	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_083818947.1, WP_011189861.1, WP_011189862.1
OG0000038	Desulfosediminicola ganghwensis IMCC35004	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_136796619.1, WP_136795232.1, WP_136797873.1, WP_136797874.1
OG0000038	Desulfosediminicola flagellatus IMCC35005	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_136808396.1, WP_136805514.1, WP_136805513.1
OG0000038	Desulfocapsa_06_corrosive	WP_012537610.1, WP_009566921.1, WP_009566923.1	Utg323990_153, Utg323180_685, Utg323180_684
OG0000038	Desulfocapsa_13_biocide	WP_012537610.1, WP_009566921.1, WP_009566923.1	Utg860006_50, Utg860814_278, Utg860814_277
OG0000038	Desulfocapsa sulfexigens DSM 10523	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_015404535.1, WP_015402313.1, WP_015402314.1
OG0000038	Geobacter sulfurreducens PCA	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_010940700.1, WP_010943808.1, WP_010941445.1, WP_010941452.1
OG0000038	Desulfovibrio ferrophilus IS5	WP_012537610.1, WP_009566921.1, WP_009566923.1	WP_232034908.1, WP_126376738.1
OG0000038	Shewanella oneidensis MR-1	WP_012537610.1, WP_009566921.1	WP_011073885.1
OG0000038	Shewanella oneidensis MR-1	WP_009566923.1	WP_011073886.1
OG0000039	Desulforhopalus vacuolatus DSM 9700	WP_051984662.1, WP_180830451.1	WP_205217786.1, WP_205219425.1
OG0000039	Desulfosediminicola ganghwensis IMCC35004	WP_051984662.1, WP_180830451.1	WP_136795328.1
OG0000039	Desulfosediminicola flagellatus IMCC35005	WP_051984662.1, WP_180830451.1	WP_136808159.1
OG0000039	Desulfotalea psychrophila LSv54	WP_051984662.1, WP_180830451.1	WP_011188738.1
OG0000039	Shewanella oneidensis MR-1	WP_051984662.1, WP_180830451.1	WP_011072119.1
OG0000039	Desulfovibrio ferrophilus IS5	WP_051984662.1, WP_180830451.1	WP_126378763.1
OG0000039	Desulfovibrio vulgaris DP4	WP_051984662.1, WP_180830451.1	WP_010940169.1, WP_010940065.1
OG0000039	Desulforhopalus vacuolatus DSM 9700	WP_180830449.1, WP_012536908.1, WP_012537038.1	WP_205217373.1
OG0000039	Desulfosediminicola flagellatus IMCC35005	WP_180830449.1, WP_012536908.1	WP_136809232.1
OG0000039	Geobacter sulfurreducens PCA	WP_012537038.1	WP_010943224.1
OG0000039	Desulfovibrio ferrophilus IS5	WP_012537038.1	WP_126378255.1
OG0000039	Desulfovibrio vulgaris DP4	WP_012537038.1	WP_011793158.1
OG0000041	Desulfosediminicola ganghwensis IMCC35004	WP_009564623.1, WP_009565495.1	WP_136795710.1, WP_136797475.1, WP_136798488.1, WP_167495619.1
OG0000041	Desulfovibrio vulgaris DP4	WP_009564623.1, WP_009565495.1	WP_011791655.1, WP_011793159.1, WP_011791420.1
OG0000041	Geobacter sulfurreducens PCA	WP_009564623.1, WP_009565495.1	WP_153304094.1
OG0000041	Desulfocapsa_13_biocide	WP_009564623.1, WP_009565495.1	Utg859098_368, Utg857046_101, Utg857682_137
OG0000041	Desulfotalea psychrophila LSv54	WP_009564623.1, WP_009565495.1	WP_011188937.1, WP_011189362.1, WP_011190076.1, WP_041277450.1
OG0000041	Desulforhopalus vacuolatus DSM 9700	WP_009564623.1, WP_009565495.1	WP_205218629.1, WP_205218050.1, WP_205217528.1, WP_205219357.1, WP_205218333.1
OG0000041	Desulfosediminicola flagellatus IMCC35005	WP_009564623.1, WP_009565495.1	WP_136806198.1, WP_217909485.1, WP_136808147.1, WP_136806192.1, WP_136809420.1
OG0000041	Desulfocapsa_06_corrosive	WP_009564623.1, WP_009565495.1	Utg323632_79, Utg323300_84, Utg323316_196
OG0000041	Desulfocapsa sulfexigens DSM 10523	WP_009564623.1, WP_009565495.1	WP_015404769.1, WP_015403613.1, WP_015403057.1
OG0000041	Desulfovibrio ferrophilus IS5	WP_009564623.1, WP_009565495.1	WP_172961587.1
OG0000041	Shewanella oneidensis MR-1	WP_009564623.1, WP_009565495.1	WP_011071116.1
OG0000042	Desulfocapsa sulfexigens DSM 10523	WP_012536408.1	WP_041916557.1, WP_015403963.1, WP_015404842.1
OG0000042	Desulfocapsa_06_corrosive	WP_012536408.1	Utg323180_126, Utg323300_393, Utg323262_141
OG0000042	Desulfocapsa_13_biocide	WP_012536408.1	Utg857152_197, Utg857152_116, Utg859236_105
OG0000042	Desulfosediminicola ganghwensis IMCC35004	WP_012536408.1	WP_217907590.1, WP_136795372.1, WP_136799831.1
OG0000042	Desulfosediminicola flagellatus IMCC35005	WP_012536408.1	WP_217909626.1, WP_136808551.1, WP_136809846.1
OG0000042	Desulforhopalus vacuolatus DSM 9700	WP_012536408.1	WP_240192126.1, WP_205217331.1
OG0000042	Desulfovibrio vulgaris DP4	WP_012536408.1	WP_011792510.1, WP_011791387.1
OG0000042	Desulfovibrio ferrophilus IS5	WP_012536408.1	WP_126379529.1
OG0000042	Geobacter sulfurreducens PCA	WP_012536408.1	WP_010943811.1, WP_010941591.1
OG0000042	Desulfotalea psychrophila LSv54	WP_012536408.1	WP_011187375.1
OG0000042	Desulfotalea psychrophila LSv54	WP_012536431.1	WP_011189777.1
OG0000042	Desulfosediminicola ganghwensis IMCC35004	WP_012536431.1	WP_275942936.1
OG0000042	Desulfosediminicola flagellatus IMCC35005	WP_012536431.1	WP_275942834.1
OG0000042	Desulfocapsa sulfexigens DSM 10523	WP_012536431.1	WP_015404992.1
OG0000042	Desulfocapsa_06_corrosive	WP_012536431.1	Utg323152_383
OG0000042	Desulforhopalus vacuolatus DSM 9700	WP_012536431.1	WP_205218976.1
OG0000042	Desulfovibrio vulgaris DP4	WP_012536431.1	WP_011792450.1
OG0000042	Desulfovibrio ferrophilus IS5	WP_012536431.1	WP_126377521.1
OG0000042	Geobacter sulfurreducens PCA	WP_012536431.1	WP_010942434.1
OG0000042	Shewanella oneidensis MR-1	WP_012536431.1	WP_011071918.1
OG0000045	Shewanella oneidensis MR-1	WP_225487636.1	WP_011070924.1
OG0000045	Desulfosediminicola flagellatus IMCC35005	WP_225487636.1	WP_136810787.1
OG0000045	Geobacter sulfurreducens PCA	WP_225487636.1	WP_010942953.1
OG0000045	Desulfovibrio vulgaris DP4	WP_225487636.1	WP_011792363.1
