Orthogroup	Species	Desulfosediminicola ganghwensis IMCC35004	Orthologs
OG0000005	Desulfovibrio vulgaris DP4	WP_136799321.1	WP_223294640.1
OG0000005	Desulfosediminicola flagellatus IMCC35005	WP_136799321.1	WP_167505954.1
OG0000005	Desulfocapsa_13_biocide	WP_136797798.1	Utg857152_208
OG0000005	Desulfosediminicola flagellatus IMCC35005	WP_136797798.1	WP_136806805.1
OG0000005	Shewanella oneidensis MR-1	WP_136797798.1	WP_011072501.1
OG0000005	Desulfovibrio vulgaris DP4	WP_136797798.1	WP_011791751.1, WP_011791759.1
OG0000005	Desulfovibrio ferrophilus IS5	WP_136799362.1, WP_167495679.1, WP_136797789.1	WP_172961730.1
OG0000005	Geobacter sulfurreducens PCA	WP_136799362.1	WP_010943211.1, WP_010941570.1
OG0000005	Desulfovibrio vulgaris DP4	WP_136799362.1	WP_011791532.1
OG0000005	Desulfosediminicola flagellatus IMCC35005	WP_136799362.1	WP_167505797.1, WP_167505775.1, WP_136808058.1, WP_136809942.1, WP_136807023.1, WP_228723321.1, WP_136810234.1, WP_136807296.1, WP_136805496.1, WP_136806590.1
OG0000005	Shewanella oneidensis MR-1	WP_136799362.1	WP_011073304.1, WP_011074077.1, WP_011071149.1, WP_164925775.1
OG0000005	Desulfocapsa_06_corrosive	WP_136799362.1	Utg323140_36, Utg323632_133, Utg323262_94, Utg323392_93
OG0000005	Desulforhopalus vacuolatus DSM 9700	WP_136799362.1	WP_205220331.1, WP_205219789.1, WP_275889005.1, WP_240192106.1
OG0000005	Desulfocapsa sulfexigens DSM 10523	WP_136799362.1	WP_015405658.1, WP_015404343.1, WP_015403003.1
OG0000005	Desulfocapsa_13_biocide	WP_136799362.1	Utg858432_84, Utg863716_116, Utg857076_41, Utg857994_89, Utg859388_141, Utg863716_9
OG0000005	Desulfocapsa_06_corrosive	WP_167495679.1	Utg323316_116
OG0000005	Desulfocapsa sulfexigens DSM 10523	WP_167495679.1	WP_167320730.1
OG0000005	Desulfotalea psychrophila LSv54	WP_167495679.1	WP_011187985.1
OG0000005	Desulfosediminicola flagellatus IMCC35005	WP_167495679.1	WP_136809159.1
OG0000005	Desulfotalea psychrophila LSv54	WP_136797789.1	WP_011187604.1
OG0000005	Desulfosediminicola flagellatus IMCC35005	WP_136797789.1	WP_136806794.1
OG0000006	Desulforhopalus vacuolatus DSM 9700	WP_136797886.1	WP_205218839.1
OG0000006	Desulfosediminicola flagellatus IMCC35005	WP_136797886.1	WP_136810272.1
OG0000006	Shewanella oneidensis MR-1	WP_136797886.1	WP_011072463.1, WP_011072496.1, WP_011073589.1, WP_011073842.1, WP_238560533.1
OG0000006	Desulfocapsa_13_biocide	WP_136797886.1	Utg858494_72, Utg863716_8
OG0000006	Desulfocapsa_06_corrosive	WP_136797886.1	Utg323632_356
OG0000007	Shewanella oneidensis MR-1	WP_228721345.1	WP_011074183.1
OG0000007	Acidithiobacillus ferrooxidans YNTRS-40	WP_228721345.1	WP_009568266.1
OG0000007	Desulfovibrio vulgaris DP4	WP_228721345.1	WP_011791331.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_228721345.1	WP_126381476.1
OG0000007	Geobacter sulfurreducens PCA	WP_228721345.1	WP_010942419.1
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_228721345.1	WP_240192033.1
OG0000007	Desulfotalea psychrophila LSv54	WP_228721345.1	WP_011189794.1
OG0000007	Desulfocapsa_13_biocide	WP_228721345.1	Utg858432_132
OG0000007	Desulfocapsa_06_corrosive	WP_228721345.1	Utg323632_239
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_228721345.1	WP_015405611.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_228721345.1	WP_228723385.1
OG0000007	Desulfocapsa_13_biocide	WP_136796943.1	Utg859750_38
OG0000007	Geobacter sulfurreducens PCA	WP_136796943.1	WP_010941916.1
OG0000007	Desulfocapsa_06_corrosive	WP_136796943.1	Utg323180_86
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_136796943.1	WP_176371586.1
OG0000007	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796543.1	WP_009566877.1
OG0000007	Shewanella oneidensis MR-1	WP_136796543.1	WP_164925702.1
OG0000007	Geobacter sulfurreducens PCA	WP_136796543.1	WP_010942909.1
OG0000007	Desulfovibrio vulgaris DP4	WP_136796543.1	WP_010939647.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_136796543.1	WP_126375925.1
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_136796543.1	WP_205217665.1
OG0000007	Desulfotalea psychrophila LSv54	WP_136796543.1	WP_011188868.1
OG0000007	Desulfocapsa_06_corrosive	WP_136796543.1	Utg323632_51
OG0000007	Desulfocapsa_13_biocide	WP_136796543.1	Utg862138_39
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_136796543.1	WP_015405734.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_136796543.1	WP_136805469.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_136795639.1	WP_126381411.1
OG0000007	Shewanella oneidensis MR-1	WP_136795639.1	WP_011072831.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_136795639.1	WP_041916547.1
OG0000007	Desulfocapsa_06_corrosive	WP_136795639.1	Utg323152_106
OG0000007	Geobacter sulfurreducens PCA	WP_136795639.1	WP_010943050.1
OG0000007	Desulforhopalus vacuolatus DSM 9700	WP_136795639.1	WP_205219793.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_136795639.1	WP_136809767.1
OG0000007	Geobacter sulfurreducens PCA	WP_136795569.1	WP_010941338.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_136795569.1	WP_015404120.1
OG0000007	Desulfocapsa_06_corrosive	WP_136795569.1	Utg323316_118
OG0000007	Desulfotalea psychrophila LSv54	WP_136795569.1	WP_011188995.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_136795569.1	WP_136809687.1
OG0000007	Geobacter sulfurreducens PCA	WP_217907574.1, WP_136796830.1	WP_010941994.1
OG0000007	Desulfocapsa_13_biocide	WP_217907574.1, WP_136796830.1	Utg857152_200
OG0000007	Desulfocapsa_06_corrosive	WP_217907574.1, WP_136796830.1	Utg323180_130
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_217907574.1, WP_136796830.1	WP_015403101.1
OG0000007	Desulfovibrio vulgaris DP4	WP_217907574.1	WP_011791362.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_217907574.1	WP_126375605.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_217907574.1	WP_136806719.1
OG0000007	Desulfovibrio vulgaris DP4	WP_136796830.1	WP_223294679.1
OG0000007	Desulfovibrio ferrophilus IS5	WP_136796830.1	WP_126379380.1
OG0000007	Desulfotalea psychrophila LSv54	WP_136796830.1	WP_011187745.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_136796830.1	WP_136806549.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_136798505.1	WP_136806986.1
OG0000007	Desulfocapsa_06_corrosive	WP_136796500.1	Utg323632_81
OG0000007	Geobacter sulfurreducens PCA	WP_136796500.1	WP_010941164.1
OG0000007	Desulfocapsa sulfexigens DSM 10523	WP_136796500.1	WP_015404400.1
OG0000007	Shewanella oneidensis MR-1	WP_136796500.1	WP_011073487.1
OG0000007	Desulfosediminicola flagellatus IMCC35005	WP_136796500.1	WP_136809210.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_136796499.1	WP_205218335.1
OG0000008	Shewanella oneidensis MR-1	WP_136796499.1	WP_011071114.1
OG0000008	Geobacter sulfurreducens PCA	WP_136796499.1	WP_010941163.1
OG0000008	Desulfocapsa_06_corrosive	WP_136796499.1	Utg323632_80
OG0000008	Desulfovibrio ferrophilus IS5	WP_136796499.1	WP_126379377.1
OG0000008	Desulfovibrio vulgaris DP4	WP_136796499.1	WP_010939710.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_136796499.1	WP_136809211.1
OG0000008	Shewanella oneidensis MR-1	WP_167495786.1	WP_011072998.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_167495786.1	WP_205219114.1
OG0000008	Desulfovibrio ferrophilus IS5	WP_167495786.1	WP_126380866.1
OG0000008	Geobacter sulfurreducens PCA	WP_167495786.1	WP_010941060.1
OG0000008	Desulfocapsa_13_biocide	WP_167495786.1	Utg861744_12
OG0000008	Desulfocapsa_06_corrosive	WP_167495786.1	Utg323160_91
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_167495786.1	WP_015403337.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_167495786.1	WP_136805538.1
OG0000008	Geobacter sulfurreducens PCA	WP_136795517.1	WP_010943408.1
OG0000008	Desulfotalea psychrophila LSv54	WP_136795517.1	WP_049785079.1
OG0000008	Shewanella oneidensis MR-1	WP_136795517.1	WP_011073326.1, WP_011071990.1
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_136795517.1	WP_217909514.1
OG0000008	Geobacter sulfurreducens PCA	WP_136796821.1	WP_010943303.1
OG0000008	Shewanella oneidensis MR-1	WP_136796821.1	WP_011072024.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796821.1	WP_009566498.1
OG0000008	Desulfovibrio vulgaris DP4	WP_136796821.1	WP_011793161.1
OG0000008	Desulfovibrio ferrophilus IS5	WP_136796821.1	WP_126376430.1
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_136796821.1	WP_015403510.1
OG0000008	Desulfocapsa_13_biocide	WP_136796821.1	Utg857152_123
OG0000008	Desulfocapsa_06_corrosive	WP_136796821.1	Utg323300_399
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_136796821.1	WP_136806594.1
OG0000008	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798618.1, WP_228721405.1, WP_136797473.1	WP_012536971.1, WP_009566514.1
OG0000008	Desulfovibrio vulgaris DP4	WP_136798618.1	WP_011791419.1
OG0000008	Desulfocapsa sulfexigens DSM 10523	WP_136798618.1	WP_015404768.1
OG0000008	Shewanella oneidensis MR-1	WP_136798618.1	WP_011073334.1
OG0000008	Desulfocapsa_06_corrosive	WP_136798618.1	Utg323392_185
OG0000008	Desulfocapsa_13_biocide	WP_136798618.1	Utg859388_41
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_136798618.1	WP_136808272.1
OG0000008	Shewanella oneidensis MR-1	WP_228721405.1	WP_011074282.1
OG0000008	Desulfovibrio vulgaris DP4	WP_228721405.1	WP_011791653.1
OG0000008	Geobacter sulfurreducens PCA	WP_228721405.1	WP_010943335.1
OG0000008	Desulfocapsa_13_biocide	WP_228721405.1	Utg859098_370
OG0000008	Desulfosediminicola flagellatus IMCC35005	WP_228721405.1	WP_136806200.1
OG0000008	Desulfotalea psychrophila LSv54	WP_228721405.1	WP_049785046.1
OG0000008	Desulforhopalus vacuolatus DSM 9700	WP_228721405.1	WP_205218627.1
OG0000008	Desulfovibrio vulgaris DP4	WP_136797473.1	WP_010937371.1
OG0000008	Desulfovibrio ferrophilus IS5	WP_136797473.1	WP_126378253.1
OG0000009	Geobacter sulfurreducens PCA	WP_136799743.1, WP_136796828.1	WP_010943210.1
OG0000009	Desulfocapsa sulfexigens DSM 10523	WP_136799743.1	WP_015405657.1
OG0000009	Desulfocapsa_13_biocide	WP_136799743.1	Utg860814_183, Utg858432_86
OG0000009	Desulfotalea psychrophila LSv54	WP_136799743.1	WP_011188127.1
OG0000009	Desulforhopalus vacuolatus DSM 9700	WP_136799743.1	WP_240192111.1
OG0000009	Desulfocapsa_06_corrosive	WP_136799743.1	Utg323632_134
OG0000009	Shewanella oneidensis MR-1	WP_136799743.1	WP_011071150.1, WP_011073726.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_136799743.1	WP_136810250.1
OG0000009	Desulfotalea psychrophila LSv54	WP_136796828.1	WP_049785091.1
OG0000009	Desulforhopalus vacuolatus DSM 9700	WP_136796828.1	WP_205217584.1, WP_240192132.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_136796828.1	WP_136806688.1, WP_136809487.1, WP_167505902.1
OG0000009	Desulfocapsa_06_corrosive	WP_136796828.1	Utg323140_138, Utg323392_3
OG0000009	Desulfocapsa_13_biocide	WP_136796828.1	Utg864866_20
OG0000009	Desulfovibrio ferrophilus IS5	WP_136796828.1	WP_126376614.1
OG0000009	Shewanella oneidensis MR-1	WP_136796828.1	WP_164925773.1
OG0000009	Desulfocapsa sulfexigens DSM 10523	WP_167495941.1, WP_228721437.1	WP_015405427.1
OG0000009	Desulfovibrio ferrophilus IS5	WP_167495941.1	WP_126381118.1
OG0000009	Desulfotalea psychrophila LSv54	WP_167495941.1	WP_156792224.1
OG0000009	Desulfosediminicola flagellatus IMCC35005	WP_167495941.1	WP_136805233.1, WP_217909581.1
OG0000009	Geobacter sulfurreducens PCA	WP_167495941.1	WP_010943260.1, WP_010942584.1
OG0000009	Desulfovibrio ferrophilus IS5	WP_228721437.1	WP_126380358.1
OG0000009	Geobacter sulfurreducens PCA	WP_228721437.1	WP_010942298.1
OG0000009	Desulfotalea psychrophila LSv54	WP_228721437.1	WP_011189354.1
OG0000010	Desulforhopalus vacuolatus DSM 9700	WP_136799911.1, WP_136795772.1	WP_205219586.1
OG0000010	Desulfovibrio vulgaris DP4	WP_136799911.1	WP_011787335.1
OG0000010	Geobacter sulfurreducens PCA	WP_136799911.1	WP_010942620.1
OG0000010	Desulfovibrio ferrophilus IS5	WP_136799911.1	WP_126380060.1
OG0000010	Desulfovibrio ferrophilus IS5	WP_136795772.1	WP_232034795.1
OG0000010	Desulfocapsa sulfexigens DSM 10523	WP_136795772.1	WP_015404680.1
OG0000010	Desulfosediminicola flagellatus IMCC35005	WP_136795772.1	WP_136807956.1, WP_136809828.1, WP_136805073.1
OG0000010	Geobacter sulfurreducens PCA	WP_136795772.1	WP_010942601.1
OG0000011	Shewanella oneidensis MR-1	WP_136796707.1, WP_228721445.1, WP_136796520.1, WP_136796063.1, WP_136799658.1, WP_136797104.1, WP_136798870.1, WP_167495681.1, WP_136798851.1, WP_136799937.1, WP_136799478.1, WP_136799535.1, WP_136795298.1, WP_136796266.1, WP_136799595.1, WP_136798603.1, WP_136798211.1, WP_217907688.1	WP_011073029.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136796707.1	WP_136808302.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_228721445.1	WP_136808632.1
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_136796520.1, WP_136796063.1	WP_205219955.1
OG0000011	Desulfocapsa sulfexigens DSM 10523	WP_136796520.1, WP_136796063.1	WP_015403675.1
OG0000011	Desulfocapsa_13_biocide	WP_136796520.1, WP_136796063.1	Utg860814_134
OG0000011	Desulfocapsa_06_corrosive	WP_136796520.1, WP_136796063.1	Utg323180_549
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136796520.1	WP_136806782.1
OG0000011	Desulfotalea psychrophila LSv54	WP_136796063.1	WP_011187691.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136796063.1	WP_136810628.1
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_136799658.1	WP_205219423.1
OG0000011	Geobacter sulfurreducens PCA	WP_136799658.1	WP_010942699.1
OG0000011	Desulfovibrio ferrophilus IS5	WP_136799658.1	WP_126381100.1, WP_126380384.1
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_136797104.1	WP_205219705.1, WP_205219709.1
OG0000011	Desulfotalea psychrophila LSv54	WP_136797104.1	WP_011188598.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136797104.1	WP_136808936.1
OG0000011	Desulfocapsa_13_biocide	WP_136798870.1	Utg857046_16
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_136798870.1	WP_240191925.1
OG0000011	Desulfotalea psychrophila LSv54	WP_167495681.1	WP_011190294.1
OG0000011	Desulfovibrio vulgaris DP4	WP_167495681.1	WP_011791648.1
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_167495681.1	WP_205220094.1
OG0000011	Desulfocapsa_13_biocide	WP_167495681.1	Utg859982_61
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_167495681.1	WP_228723280.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136798851.1	WP_136805836.1
OG0000011	Desulfotalea psychrophila LSv54	WP_136798851.1	WP_041277567.1
OG0000011	Desulfotalea psychrophila LSv54	WP_136799478.1	WP_011188753.1
OG0000011	Desulfocapsa_13_biocide	WP_136799478.1	Utg859236_66
OG0000011	Desulfocapsa_13_biocide	WP_136796266.1, WP_136799595.1, WP_136798603.1, WP_136798211.1, WP_217907688.1	Utg857682_167
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136796266.1	WP_136809871.1
OG0000011	Desulfovibrio ferrophilus IS5	WP_136796266.1	WP_126375556.1
OG0000011	Desulfovibrio vulgaris DP4	WP_136796266.1	WP_010937320.1
OG0000011	Desulfovibrio ferrophilus IS5	WP_136799595.1	WP_126379898.1
OG0000011	Desulfovibrio vulgaris DP4	WP_136799595.1	WP_010938006.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136799595.1	WP_136809894.1
OG0000011	Desulfovibrio ferrophilus IS5	WP_136798603.1, WP_136798211.1, WP_217907688.1	WP_126380793.1
OG0000011	Desulforhopalus vacuolatus DSM 9700	WP_136798603.1, WP_136798211.1, WP_217907688.1	WP_205217300.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136798603.1	WP_136810666.1, WP_136810070.1
OG0000011	Desulfosediminicola flagellatus IMCC35005	WP_136798211.1, WP_217907688.1	WP_217909606.1
OG0000012	Shewanella oneidensis MR-1	WP_228721473.1	WP_011074100.1
OG0000012	Acidithiobacillus ferrooxidans YNTRS-40	WP_228721473.1	WP_012537465.1
OG0000012	Geobacter sulfurreducens PCA	WP_228721473.1	WP_010941669.1
OG0000012	Desulfovibrio vulgaris DP4	WP_136799858.1	WP_011791325.1
OG0000012	Desulforhopalus vacuolatus DSM 9700	WP_136799858.1	WP_205218963.1
OG0000012	Desulfotalea psychrophila LSv54	WP_136799858.1	WP_041278033.1
OG0000012	Desulfocapsa_13_biocide	WP_136799858.1	Utg859388_126
OG0000012	Desulfocapsa_06_corrosive	WP_136799858.1	Utg323392_111
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_136799858.1	WP_015405394.1
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_136799858.1	WP_167506099.1
OG0000012	Desulfovibrio vulgaris DP4	WP_228721381.1	WP_011791433.1
OG0000012	Desulfovibrio ferrophilus IS5	WP_228721381.1	WP_232034787.1
OG0000012	Desulforhopalus vacuolatus DSM 9700	WP_228721381.1	WP_205217637.1
OG0000012	Desulfotalea psychrophila LSv54	WP_228721381.1	WP_156792326.1
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_228721381.1	WP_228130022.1
OG0000012	Desulfocapsa_06_corrosive	WP_228721381.1	Utg323632_113
OG0000012	Desulfocapsa_13_biocide	WP_228721381.1	Utg858432_54
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_228721381.1	WP_136805114.1
OG0000012	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796722.1	WP_233459585.1
OG0000012	Desulfovibrio ferrophilus IS5	WP_136796722.1	WP_126380912.1
OG0000012	Shewanella oneidensis MR-1	WP_136796722.1	WP_011074303.1
OG0000012	Desulfocapsa_13_biocide	WP_136796722.1	Utg857046_150
OG0000012	Geobacter sulfurreducens PCA	WP_136796722.1	WP_010941439.1, WP_010941262.1, WP_010941254.1, WP_144011898.1, WP_010941041.1, WP_010941630.1
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_136796722.1	WP_228723378.1
OG0000012	Desulfovibrio vulgaris DP4	WP_136796722.1	WP_011787301.1
OG0000012	Desulfocapsa sulfexigens DSM 10523	WP_136796722.1	WP_015403471.1
OG0000012	Desulfotalea psychrophila LSv54	WP_136796722.1	WP_011188284.1
OG0000012	Desulfovibrio vulgaris DP4	WP_136798832.1	WP_011793127.1
OG0000012	Desulfovibrio ferrophilus IS5	WP_136798832.1	WP_172961727.1
OG0000012	Desulfosediminicola flagellatus IMCC35005	WP_136798832.1	WP_136806856.1
OG0000013	Geobacter sulfurreducens PCA	WP_228721392.1, WP_136799928.1, WP_136797029.1, WP_136799932.1, WP_136797031.1	WP_010941970.1, WP_010941778.1
OG0000013	Desulfovibrio vulgaris DP4	WP_228721392.1, WP_136799928.1	WP_010937451.1
OG0000013	Desulfovibrio ferrophilus IS5	WP_228721392.1, WP_136799928.1	WP_126376569.1, WP_126379729.1
OG0000013	Desulforhopalus vacuolatus DSM 9700	WP_228721392.1, WP_136799928.1	WP_205218476.1
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_228721392.1, WP_136799928.1	WP_015404193.1
OG0000013	Desulfocapsa_06_corrosive	WP_228721392.1, WP_136799928.1	Utg323140_219
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_228721392.1	WP_217909556.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_136799928.1	WP_136810308.1
OG0000013	Desulfotalea psychrophila LSv54	WP_136799928.1	WP_011188729.1
OG0000013	Desulfovibrio ferrophilus IS5	WP_136797029.1, WP_136799932.1, WP_136797031.1	WP_126376573.1
OG0000013	Desulforhopalus vacuolatus DSM 9700	WP_136797029.1, WP_136799932.1, WP_136797031.1	WP_205218471.1
OG0000013	Desulfocapsa sulfexigens DSM 10523	WP_136797029.1, WP_136799932.1, WP_136797031.1	WP_015404186.1
OG0000013	Desulfocapsa_06_corrosive	WP_136797029.1, WP_136799932.1, WP_136797031.1	Utg323140_226
OG0000013	Desulfotalea psychrophila LSv54	WP_136797029.1, WP_136799932.1, WP_136797031.1	WP_011188732.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_136797029.1	WP_136810262.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_136799932.1	WP_136810302.1
OG0000013	Desulfosediminicola flagellatus IMCC35005	WP_136797031.1	WP_136810264.1
OG0000014	Desulfocapsa_06_corrosive	WP_176360024.1, WP_136795895.1	Utg323392_110
OG0000014	Desulfovibrio vulgaris DP4	WP_176360024.1, WP_136795895.1	WP_010939857.1
OG0000014	Desulforhopalus vacuolatus DSM 9700	WP_176360024.1, WP_136795895.1	WP_205219172.1
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_176360024.1, WP_136795895.1	WP_012607383.1, WP_009567373.1, WP_012535790.1
OG0000014	Shewanella oneidensis MR-1	WP_176360024.1	WP_011074106.1
OG0000014	Desulfovibrio ferrophilus IS5	WP_176360024.1	WP_126377105.1
OG0000014	Desulfocapsa_13_biocide	WP_176360024.1	Utg859076_41
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_176360024.1	WP_015403048.1
OG0000014	Shewanella oneidensis MR-1	WP_136795895.1	WP_011073413.1
OG0000014	Desulfovibrio ferrophilus IS5	WP_136795895.1	WP_126380551.1
OG0000014	Desulfocapsa_13_biocide	WP_136795895.1	Utg857994_28
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795319.1, WP_167495771.1, WP_136796661.1	WP_009561490.1, WP_012607578.1
OG0000014	Desulfocapsa_13_biocide	WP_136795319.1, WP_167495771.1	Utg857682_136
OG0000014	Geobacter sulfurreducens PCA	WP_136795319.1, WP_167495771.1	WP_010943740.1
OG0000014	Desulforhopalus vacuolatus DSM 9700	WP_136795319.1, WP_167495771.1	WP_205218288.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_136795319.1	WP_136808146.1
OG0000014	Desulfocapsa_06_corrosive	WP_167495771.1	Utg323262_128
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_167495771.1	WP_136808979.1
OG0000014	Desulfosediminicola flagellatus IMCC35005	WP_136796661.1	WP_136808354.1
OG0000014	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795451.1, WP_136798954.1	WP_012536921.1
OG0000014	Geobacter sulfurreducens PCA	WP_136795451.1	WP_010941119.1, WP_010943578.1
OG0000014	Shewanella oneidensis MR-1	WP_136795451.1	WP_011074069.1
OG0000014	Desulfocapsa_06_corrosive	WP_136795451.1	Utg324810_58
OG0000014	Desulfocapsa_13_biocide	WP_136795451.1	Utg861744_121, Utg861744_120
OG0000014	Desulfocapsa sulfexigens DSM 10523	WP_136795451.1	WP_015403432.1
